,ORI,DSN,STOP_DATE,SEQ_NO,REF_NO,EVENT_NO,SEX,RACE,AGE_CODE,GEO,STOP_LOCATION,VIOL_MOVING,VIOL_EQUIPMENT,VIOL_LICENSE,MOVING_SPEED,MOVING_LANE,MOVING_TAIL,MOVING_CMV,MOVING_SIGNAL,MOVING_OTHER,WARN_CITA_ISSUED,STOP_WARNING,STOP_CITATION,SEARCH_CONDUCT,DURATION_OF_SEARCH,CAUSE_CONSENT,CAUSE_DRG_ODOR,CAUSE_DOG_ALERT,CAUSE_PLN_VIEW,CAUSE_OFF_SFTY,CAUSE_INVNTRY,CAUSE_OTHER,CAUSE_INC_TO_ARR,SEARCHED_PERSON,SEARCHED_PROPERTY,CNTR_DISCOVERED,CNTR_DRUG_PAR,CNTR_CURRENCY,CNTR_WEAPON,CNTR_STLN_PROP,CNTR_OTHER,SEARCH_ARREST,CHRG_WAR_WAN,CHRG_DRUG_VIOL,CHRG_RESIST_ARR,CHRG_OFF_PERSON,CHRG_PROP_CRIME,CHRG_OTHER,CHRG_DWI,ENTER_DATE,ENTER_TIME,ENTER_ACID,LAST_UPDATE_DATE,LAST_UPDATE_TIME,LAST_UPDATE_ACID,SECOND_DSN,TIME_OF_STOP,RACE_BEFORE_STOP,RES_JURISDICTION,STOP_NO_ACTION,SEARCH_BOTH,CHRG_TRAFF_VIOL,VIOL_INVESTIGATIVE,STOP_OTHER,STATUS_CODE
1612,MO0957300,495,2016-04-28 00:00:00,0,TA00146493,,F,B,D,,C,,E,,,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/29/2016,23.30.34,#DARET1,,,,,1900-01-01 09:42:00,N,N,,,,,,FIN
1613,MO0957300,510,2016-04-28 00:00:00,0,TA00146734,,F,B,B,,N,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/29/2016,23.41.19,#DARET1,,,,,1900-01-01 19:58:00,N,Y,N,,,,,FIN
1614,MO0957300,510,2016-04-28 00:00:00,1,TA00146735,,F,B,B,,C,M,,,,,,,,O,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/29/2016,23.45.55,#DARET1,,,,,1900-01-01 22:02:00,N,Y,N,,,,,FIN
1615,MO0957300,490,2016-04-28 00:00:00,0,TA00146783,,F,W,D,,N,M,,,S,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/29/2016,23.35.20,#DARET1,,,,,1900-01-01 14:20:00,N,Y,N,,,,,FIN
1616,MO0957300,512,2016-04-28 00:00:00,0,TA00146941,,M,B,A,,C,M,,,,,,,,O,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/29/2016,23.40.07,#DARET1,,,,,1900-01-01 21:10:00,N,Y,,,,,,FIN
1617,MO0957300,515,2016-04-29 00:00:00,0,TA00147094,,M,B,B,,C,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,04.30.24,#DARET1,,,,,1900-01-01 22:10:00,N,N,N,,,I,,FIN
1618,MO0957300,516,2016-04-29 00:00:00,0,TA00147238,,M,W,C,,N,,E,,,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/30/2016,00.23.35,#DARET1,,,,,1900-01-01 11:38:00,N,Y,,,,,,FIN
1619,MO0957300,494,2016-04-29 00:00:00,0,TA00147241,,F,B,D,,I,M,,,,,,,,O,Y,W,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,04.29.15,#DARET1,,,,,1900-01-01 20:42:00,N,Y,,,,,,FIN
1620,MO0957300,469,2016-04-29 00:00:00,0,TA00147337,,F,B,C,,C,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,04.50.36,#DARET1,,,,,1900-01-01 15:48:00,N,N,N,,,I,,FIN
1621,MO0957300,509,2016-04-29 00:00:00,0,TA00147379,,F,B,D,,C,M,,,,I,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,04.53.03,#DARET1,,,,,1900-01-01 19:50:00,N,Y,,,,,,FIN
1622,MO0957300,418,2016-04-29 00:00:00,0,TA00147400,,F,W,D,,N,,E,,,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/29/2016,23.56.59,#DARET1,,,,,1900-01-01 08:45:00,N,N,,,,,,FIN
1623,MO0957300,503,2016-04-29 00:00:00,0,TA00147726,,M,B,D,,C,,,,,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/30/2016,00.17.44,#DARET1,,,,,1900-01-01 15:01:00,Y,Y,,,,I,,FIN
1624,MO0957300,503,2016-04-29 00:00:00,1,TA00147727,,M,B,D,,C,,,,,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/30/2016,00.19.46,#DARET1,,,,,1900-01-01 11:00:00,N,Y,,,,,,FIN
1625,MO0957300,479,2016-04-29 00:00:00,0,TA00147742,,M,U,C,,N,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/29/2016,23.48.48,#DARET1,,,,,1900-01-01 00:40:00,N,N,,,,,,FIN
1626,MO0957300,479,2016-04-29 00:00:00,1,TA00147743,,M,U,C,,N,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/29/2016,23.50.20,#DARET1,,,,,1900-01-01 16:45:00,N,Y,,,,,,FIN
1627,MO0957300,479,2016-04-29 00:00:00,2,TA00147744,,F,U,D,,N,M,,,S,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/29/2016,23.52.04,#DARET1,,,,,1900-01-01 23:59:00,N,N,,,,,,FIN
1628,MO0957300,479,2016-04-29 00:00:00,3,TA00147745,,F,U,D,,N,M,,,S,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/29/2016,23.54.31,#DARET1,,,,,1900-01-01 23:59:00,N,N,,,,,,FIN
1629,MO0957300,479,2016-04-29 00:00:00,4,TA00147746,,F,B,B,,N,M,,,,,,,,O,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/29/2016,23.55.28,#DARET1,,,,,1900-01-01 13:40:00,N,Y,,,,,,FIN
1630,MO0957300,511,2016-04-29 00:00:00,0,TA00147839,,F,B,B,,C,M,,,,,,,,O,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/30/2016,00.21.12,#DARET1,,,,,1900-01-01 14:00:00,N,N,,,,,,FIN
1631,MO0957300,511,2016-04-29 00:00:00,1,TA00147840,,M,W,D,,N,M,,,,,,,,O,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/30/2016,00.22.36,#DARET1,,,,,1900-01-01 08:14:00,N,N,,,,,,FIN
1632,MO0957300,513,2016-04-29 00:00:00,0,TA00148068,,M,W,B,,N,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/30/2016,00.52.44,#DARET1,,,,,1900-01-01 01:32:00,N,N,N,,,I,,FIN
1633,MO0957300,513,2016-04-29 00:00:00,1,TA00148069,,F,B,C,,C,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/30/2016,00.53.55,#DARET1,,,,,1900-01-01 21:09:00,N,Y,N,,,,,FIN
1634,MO0957300,514,2016-04-29 00:00:00,0,TA00148070,,F,B,D,,C,M,,,,,,,,O,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/29/2016,23.58.09,#DARET1,,,,,1900-01-01 09:10:00,N,Y,N,,,,,FIN
1635,MO0957300,514,2016-04-29 00:00:00,1,TA00148071,,M,W,B,,C,,,,,,,,,,Y,,C,Y,B,,,,,,,O,,,,,,,,,,N,,,,,,,,4/30/2016,00.12.33,#DARET1,,,,,1900-01-01 04:50:00,Y,Y,,B,,,,FIN
1636,MO0957300,514,2016-04-29 00:00:00,2,TA00148072,,F,B,C,,N,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/30/2016,00.13.33,#DARET1,,,,,1900-01-01 13:25:00,N,N,N,,,,,FIN
1637,MO0957300,453,2016-04-30 00:00:00,0,TA00148264,,F,B,B,,N,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,04.57.01,#DARET1,,,,,1900-01-01 18:11:00,N,Y,,,,,,FIN
1638,MO0957300,358,2016-04-30 00:00:00,0,TA00148334,,F,W,B,,N,,E,,,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,04.51.46,#DARET1,,,,,1900-01-01 02:55:00,N,N,,,,,,FIN
1639,MO0957300,507,2016-04-30 00:00:00,0,TA00148369,,M,B,C,,C,,,,,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,04.33.04,#DARET1,,,,,1900-01-01 03:30:00,N,Y,,,,,,FIN
1640,MO0957300,507,2016-04-30 00:00:00,1,TA00148370,,M,W,C,,C,,E,,,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,05.40.02,#DARET1,,,,,1900-01-01 20:20:00,N,N,,,,,,FIN
1641,MO0957300,507,2016-04-30 00:00:00,2,TA00148371,,M,A,B,,C,M,,,,,,,,O,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,05.40.43,#DARET1,,,,,1900-01-01 21:44:00,N,N,,,,,,FIN
1642,MO0957300,509,2016-04-30 00:00:00,0,TA00148378,,M,W,B,,N,M,,,,,,,,O,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,04.31.37,#DARET1,,,,,1900-01-01 02:40:00,N,N,N,,,,,FIN
1643,MO0957300,418,2016-04-30 00:00:00,0,TA00148395,,M,W,D,,N,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,04.55.39,#DARET1,,,,,1900-01-01 11:55:00,N,N,,,,,,FIN
1644,MO0957300,585,2016-04-30 00:00:00,0,TA00148490,,F,B,D,,O,,E,,,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,05.45.46,#DARET1,,,,,1900-01-01 22:30:00,N,N,,,,,,FIN
1645,MO0957300,503,2016-04-30 00:00:00,0,TA00148569,,F,B,D,,C,,,,,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,04.58.07,#DARET1,,,,,1900-01-01 16:00:00,N,N,,,,,,FIN
1646,MO0957300,503,2016-04-30 00:00:00,1,TA00148570,,M,B,B,,S,M,,,,,T,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,04.59.37,#DARET1,,,,,1900-01-01 23:59:00,N,N,,,,,,FIN
1647,MO0957300,503,2016-04-30 00:00:00,2,TA00148571,,M,B,C,,S,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,05.00.47,#DARET1,,,,,1900-01-01 09:00:00,N,Y,N,,,,,FIN
1648,MO0957300,491,2016-04-30 00:00:00,0,TA00148736,,F,B,C,,N,,,,,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,05.39.05,#DARET1,,,,,1900-01-01 17:25:00,N,Y,,,,,,FIN
1649,MO0957300,514,2016-04-30 00:00:00,0,TA00148753,,M,W,C,,C,M,,,,,,,,O,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,04.53.53,#DARET1,,,,,1900-01-01 18:15:00,N,N,,,,,,FIN
1650,MO0957300,514,2016-04-30 00:00:00,1,TA00148754,,F,B,B,,C,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,04.54.48,#DARET1,,,,,1900-01-01 17:55:00,Y,N,N,,,,,FIN
1651,MO0957300,453,2016-05-01 00:00:00,0,TA00148895,,M,B,B,,C,M,,,,,,,,O,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,05.36.30,#DARET1,,,,,1900-01-01 17:31:00,Y,N,,,,,,FIN
1652,MO0957300,464,2016-05-01 00:00:00,0,TA00148938,,F,B,C,,N,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,04.43.11,#DARET1,,,,,1900-01-01 09:26:00,N,N,,,,,,FIN
1653,MO0957300,464,2016-05-01 00:00:00,1,TA00148939,,M,W,D,,N,M,,,S,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,04.44.03,#DARET1,,,,,1900-01-01 09:22:00,N,N,,,,,,FIN
1654,MO0957300,464,2016-05-01 00:00:00,2,TA00148940,,F,W,B,,N,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,04.45.29,#DARET1,,,,,1900-01-01 09:04:00,Y,N,,,,,,FIN
1655,MO0957300,464,2016-05-01 00:00:00,3,TA00148941,,M,W,D,,N,M,,,S,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,04.46.13,#DARET1,,,,,1900-01-01 08:58:00,N,Y,,,,,,FIN
1656,MO0957300,464,2016-05-01 00:00:00,4,TA00148942,,F,W,D,,N,M,,,S,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,04.47.09,#DARET1,,,,,1900-01-01 08:52:00,N,N,,,,,,FIN
1657,MO0957300,464,2016-05-01 00:00:00,5,TA00148943,,F,B,D,,N,M,,,S,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,04.47.53,#DARET1,,,,,1900-01-01 08:44:00,N,N,,,,,,FIN
1658,MO0957300,358,2016-05-01 00:00:00,0,TA00148985,,M,W,D,,N,,,,,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,05.41.46,#DARET1,,,,,1900-01-01 00:05:00,N,N,,,,I,,FIN
1659,MO0957300,358,2016-05-01 00:00:00,1,TA00148986,,F,W,B,,C,M,,,,,,,,O,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,05.44.02,#DARET1,,,,,1900-01-01 21:48:00,N,N,,,,,,FIN
1660,MO0957300,474,2016-05-01 00:00:00,0,TA00149002,,M,A,D,,N,,,,,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,04.37.46,#DARET1,,,,,1900-01-01 13:40:00,N,N,,,,,,FIN
1661,MO0957300,507,2016-05-01 00:00:00,0,TA00149027,,F,B,B,,C,M,,,,,,,,O,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,05.43.14,#DARET1,,,,,1900-01-01 21:39:00,Y,N,,,,,,FIN
1662,MO0957300,509,2016-05-01 00:00:00,0,TA00149037,,M,B,C,,N,M,,,S,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,04.48.43,#DARET1,,,,,1900-01-01 22:15:00,N,N,N,,,,,FIN
1663,MO0957300,509,2016-05-01 00:00:00,1,TA00149038,,F,W,B,,C,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,04.49.30,#DARET1,,,,,1900-01-01 22:25:00,N,N,N,,,,,FIN
1664,MO0957300,399,2016-05-01 00:00:00,0,TA00149043,,M,W,D,,N,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,05.44.53,#DARET1,,,,,1900-01-01 21:55:00,N,Y,,,,,,FIN
1665,MO0957300,418,2016-05-01 00:00:00,0,TA00149053,,M,W,B,,N,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,04.39.29,#DARET1,,,,,1900-01-01 10:15:00,N,N,,,,,,FIN
1666,MO0957300,418,2016-05-01 00:00:00,1,TA00149054,,F,B,C,,N,,E,,,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,04.42.20,#DARET1,,,,,1900-01-01 08:55:00,N,Y,,,,,,FIN
1667,MO0957300,503,2016-05-01 00:00:00,0,TA00149289,,F,B,B,,C,,,,,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,04.34.50,#DARET1,,,,,1900-01-01 11:55:00,N,Y,,,,,,FIN
1668,MO0957300,503,2016-05-01 00:00:00,1,TA00149290,,F,B,B,,C,,,,,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,04.35.53,#DARET1,,,,,1900-01-01 17:50:00,N,N,,,,,,FIN
1669,MO0957300,514,2016-05-01 00:00:00,0,TA00149509,,M,B,B,,C,M,,,,,,,,O,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,04.36.54,#DARET1,,,,,1900-01-01 08:43:00,N,Y,N,,,,,FIN
1670,MO0957300,456,2016-05-02 00:00:00,0,TA00149749,,M,W,D,,O,,,,,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,05.42.28,#DARET1,,,,,1900-01-01 01:50:00,N,N,,,,I,,FIN
1671,MO0957300,506,2016-05-02 00:00:00,0,TA00149791,,M,B,D,,C,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/5/2016,04.56.22,#EETJR1,,,,,1900-01-01 15:50:00,N,N,,,,,,FIN
1672,MO0957300,465,2016-05-02 00:00:00,0,TA00149882,,F,B,C,,C,M,,,,,,,,O,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/5/2016,04.53.20,#EETJR1,,,,,1900-01-01 21:45:00,N,N,,,,,,FIN
1673,MO0957300,409,2016-05-02 00:00:00,0,TA00149977,,F,B,C,,C,,,,,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/5/2016,04.59.57,#EETJR1,,,,,1900-01-01 11:00:00,N,N,,,,I,,FIN
1674,MO0957300,419,2016-05-02 00:00:00,0,TA00150137,,F,W,B,,N,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/5/2016,05.02.46,#EETJR1,,,,,1900-01-01 20:30:00,N,N,,,,,,FIN
1675,MO0957300,495,2016-05-02 00:00:00,0,TA00150223,,M,B,C,,S,,E,,,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/5/2016,04.58.19,#EETJR1,,,,,1900-01-01 13:49:00,N,N,,,,,,FIN
1676,MO0957300,495,2016-05-02 00:00:00,1,TA00150224,,F,B,C,,C,,E,,,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/5/2016,04.59.29,#EETJR1,,,,,1900-01-01 09:24:00,N,Y,,,,,,FIN
1677,MO0957300,510,2016-05-02 00:00:00,0,TA00150475,,M,B,D,,N,M,,,,,,,,O,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/5/2016,05.00.32,#EETJR1,,,,,1900-01-01 20:55:00,N,N,,,,,,FIN
1678,MO0957300,510,2016-05-02 00:00:00,1,TA00150476,,M,B,B,,O,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/5/2016,05.01.02,#EETJR1,,,,,1900-01-01 21:38:00,N,N,N,,,,,FIN
1679,MO0957300,510,2016-05-02 00:00:00,2,TA00150477,,M,B,B,,C,,,,,,,,,,N,,,Y,A,,D,,,,,,,D,,,,,,,,N,,,,,,,,5/5/2016,05.02.12,#EETJR1,,,,,1900-01-01 21:09:00,N,Y,N,,,I,,FIN
1680,MO0957300,513,2016-05-02 00:00:00,0,TA00150712,,F,W,C,,N,,,,,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/5/2016,04.53.59,#EETJR1,,,,,1900-01-01 20:16:00,N,N,,,,,,FIN
1681,MO0957300,513,2016-05-02 00:00:00,1,TA00150713,,F,W,D,,C,,,,,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/5/2016,04.54.43,#EETJR1,,,,,1900-01-01 20:50:00,N,Y,,,,,,FIN
1682,MO0957300,513,2016-05-02 00:00:00,2,TA00150714,,M,W,D,,N,M,,,,,,,,O,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/5/2016,04.55.16,#EETJR1,,,,,1900-01-01 23:03:00,N,N,N,,,,,FIN
1683,MO0957300,513,2016-05-02 00:00:00,3,TA00150715,,M,W,D,,C,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/5/2016,04.55.48,#EETJR1,,,,,1900-01-01 22:20:00,N,N,N,,,,,FIN
1684,MO0957300,453,2016-05-03 00:00:00,0,TA00150960,,M,W,C,,C,M,,,,,,,,O,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,05.46.34,#DARET1,,,,,1900-01-01 13:00:00,Y,N,,,,,,FIN
1685,MO0957300,516,2016-05-03 00:00:00,0,TA00151021,,M,B,D,,C,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/5/2016,04.52.40,#EETJR1,,,,,1900-01-01 19:24:00,N,Y,N,,,I,,FIN
1686,MO0957300,474,2016-05-03 00:00:00,0,TA00151169,,F,A,B,,N,M,,,,I,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,04.38.37,#DARET1,,,,,1900-01-01 16:35:00,N,Y,,,,,,FIN
1687,MO0957300,419,2016-05-03 00:00:00,0,TA00151460,,M,W,D,,N,,E,,,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/5/2016,04.50.08,#EETJR1,,,,,1900-01-01 22:45:00,N,Y,,,,,,FIN
1688,MO0957300,419,2016-05-03 00:00:00,1,TA00151461,,F,B,B,,N,M,,,,,,,,O,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/5/2016,04.50.56,#EETJR1,,,,,1900-01-01 22:15:00,N,N,,,,,,FIN
1689,MO0957300,495,2016-05-03 00:00:00,0,TA00151556,,M,B,C,,C,,E,,,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/5/2016,04.49.08,#EETJR1,,,,,1900-01-01 09:34:00,N,N,,,,,,FIN
1690,MO0957300,503,2016-05-03 00:00:00,0,TA00151657,,M,B,D,,C,M,,,,,,,,O,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/3/2016,04.34.08,#DARET1,,,,,1900-01-01 13:30:00,N,N,,,,,,FIN
1691,MO0957300,510,2016-05-03 00:00:00,0,TA00151818,,F,B,D,,C,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/5/2016,04.51.36,#EETJR1,,,,,1900-01-01 22:02:00,N,Y,N,,,,,FIN
1692,MO0957300,510,2016-05-03 00:00:00,1,TA00151819,,F,W,B,,C,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/5/2016,04.52.07,#EETJR1,,,,,1900-01-01 22:45:00,N,N,N,,,,,FIN
1693,MO0957300,515,2016-05-04 00:00:00,0,TA00152188,,F,A,C,,N,M,,,S,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/8/2016,00.54.06,#EETJR1,,,,,1900-01-01 19:05:00,N,Y,,,,,,FIN
1694,MO0957300,515,2016-05-04 00:00:00,1,TA00152189,,M,W,C,,N,M,,,S,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/8/2016,00.54.32,#EETJR1,,,,,1900-01-01 18:55:00,N,N,,,,,,FIN
1695,MO0957300,453,2016-05-04 00:00:00,0,TA00152265,,M,B,D,,C,M,,,,,,,,O,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/8/2016,00.42.11,#EETJR1,,,,,1900-01-01 13:55:00,Y,N,,,,,,FIN
1696,MO0957300,509,2016-05-04 00:00:00,0,TA00152539,,F,B,B,,N,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/8/2016,00.53.37,#EETJR1,,,,,1900-01-01 20:50:00,N,Y,N,,,,,FIN
1697,MO0957300,418,2016-05-04 00:00:00,0,TA00152575,,M,B,D,,C,,E,,,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/8/2016,00.39.40,#EETJR1,,,,,1900-01-01 11:05:00,N,Y,,,,,,FIN
1698,MO0957300,503,2016-05-04 00:00:00,0,TA00152938,,M,B,D,,C,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/8/2016,00.48.58,#EETJR1,,,,,1900-01-01 09:00:00,N,N,,,,,,FIN
1699,MO0957300,503,2016-05-04 00:00:00,1,TA00152939,,M,B,B,,C,M,,,,,,,,O,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/8/2016,00.50.05,#EETJR1,,,,,1900-01-01 12:05:00,N,Y,,,,,,FIN
1700,MO0957300,503,2016-05-04 00:00:00,2,TA00152940,,M,B,B,,C,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/8/2016,00.50.33,#EETJR1,,,,,1900-01-01 15:20:00,N,N,N,,,I,,FIN
1701,MO0957300,479,2016-05-04 00:00:00,0,TA00152948,,F,B,B,,N,,,,,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/8/2016,00.46.22,#EETJR1,,,,,1900-01-01 14:35:00,N,N,,,,,,FIN
1702,MO0957300,479,2016-05-04 00:00:00,1,TA00152949,,F,B,C,,N,,,,,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/8/2016,00.47.02,#EETJR1,,,,,1900-01-01 13:15:00,N,N,,,,,,FIN
1703,MO0957300,510,2016-05-04 00:00:00,0,TA00153093,,M,B,D,,C,M,,,,,,,,O,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/8/2016,00.58.10,#EETJR1,,,,,1900-01-01 20:05:00,N,N,,,,,,FIN
1704,MO0957300,514,2016-05-04 00:00:00,0,TA00153347,,F,B,B,,C,,,,,,,,,,Y,,C,Y,C,,,,,,,,I,,,,,,,,,Y,W,,,,,,,5/8/2016,00.52.03,#EETJR1,,,,,1900-01-01 08:45:00,Y,N,,B,T,,,FIN
1705,MO0957300,507,2016-05-05 00:00:00,0,TA00153857,,F,B,C,,C,M,,,,,,,,O,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/8/2016,00.57.29,#EETJR1,,,,,1900-01-01 20:32:00,N,Y,,,,,,FIN
1706,MO0957300,509,2016-05-05 00:00:00,0,TA00153868,,F,B,D,,N,,,,,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/8/2016,00.59.15,#EETJR1,,,,,1900-01-01 21:00:00,N,Y,,,,,,FIN
1707,MO0957300,509,2016-05-05 00:00:00,1,TA00153869,,M,B,B,,C,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/8/2016,00.59.39,#EETJR1,,,,,1900-01-01 19:00:00,N,N,N,,,,,FIN
1708,MO0957300,497,2016-05-05 00:00:00,0,TA00154269,,F,W,B,,C,M,,,S,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,5/8/2016,01.00.19,#EETJR1,,,,,1900-01-01 12:55:00,N,N,,,,,,FIN
