,ORI,DSN,STOP_DATE,SEQ_NO,REF_NO,EVENT_NO,SEX,RACE,AGE_CODE,GEO,STOP_LOCATION,VIOL_MOVING,VIOL_EQUIPMENT,VIOL_LICENSE,MOVING_SPEED,MOVING_LANE,MOVING_TAIL,MOVING_CMV,MOVING_SIGNAL,MOVING_OTHER,WARN_CITA_ISSUED,STOP_WARNING,STOP_CITATION,SEARCH_CONDUCT,DURATION_OF_SEARCH,CAUSE_CONSENT,CAUSE_DRG_ODOR,CAUSE_DOG_ALERT,CAUSE_PLN_VIEW,CAUSE_OFF_SFTY,CAUSE_INVNTRY,CAUSE_OTHER,CAUSE_INC_TO_ARR,SEARCHED_PERSON,SEARCHED_PROPERTY,CNTR_DISCOVERED,CNTR_DRUG_PAR,CNTR_CURRENCY,CNTR_WEAPON,CNTR_STLN_PROP,CNTR_OTHER,SEARCH_ARREST,CHRG_WAR_WAN,CHRG_DRUG_VIOL,CHRG_RESIST_ARR,CHRG_OFF_PERSON,CHRG_PROP_CRIME,CHRG_OTHER,CHRG_DWI,ENTER_DATE,ENTER_TIME,ENTER_ACID,LAST_UPDATE_DATE,LAST_UPDATE_TIME,LAST_UPDATE_ACID,SECOND_DSN,TIME_OF_STOP,RACE_BEFORE_STOP,RES_JURISDICTION,STOP_NO_ACTION,SEARCH_BOTH,CHRG_TRAFF_VIOL,VIOL_INVESTIGATIVE,STOP_OTHER,STATUS_CODE
6700,MO0957300,518,2017-04-06 00:00:00,4,TA00508087,,M,W,D,,S,,E,,,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/7/2017,23.17.02,#EETJR1,,,,,1900-01-01 15:45:00,Y,Y,,,,I,,FIN
6701,MO0957300,426,2017-04-06 00:00:00,0,TA00508329,,F,W,B,,N,M,,,,I,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/7/2017,23.20.41,#EETJR1,,,,,1900-01-01 14:27:00,N,N,,,,,,FIN
6702,MO0957300,510,2017-04-06 00:00:00,0,TA00508537,,M,B,D,,O,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/7/2017,04.39.30,#EETJR1,,,,,1900-01-01 06:10:00,N,N,N,,,I,,FIN
6703,MO0957300,485,2017-04-06 00:00:00,0,TA00508561,,M,W,B,,S,,,,,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/7/2017,23.31.39,#EETJR1,,,,,1900-01-01 20:43:00,N,N,,,,,,FIN
6704,MO0957300,511,2017-04-06 00:00:00,0,TA00508611,,M,B,B,,C,,E,,,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/7/2017,23.27.02,#EETJR1,,,,,1900-01-01 19:30:00,N,N,,,,,,FIN
6705,MO0957300,511,2017-04-06 00:00:00,1,TA00508612,,M,B,B,,N,M,,,,,,,,O,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/7/2017,23.27.31,#EETJR1,,,,,1900-01-01 15:36:00,N,N,,,,,,FIN
6706,MO0957300,511,2017-04-06 00:00:00,2,TA00508613,,M,B,D,,N,M,,,,,,,,O,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/7/2017,23.30.07,#EETJR1,,,,,1900-01-01 15:20:00,N,N,N,,,,,FIN
6707,MO0957300,511,2017-04-06 00:00:00,3,TA00508614,,F,B,D,,N,M,,,,,,,,O,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/7/2017,23.30.41,#EETJR1,,,,,1900-01-01 22:00:00,N,Y,,,,,,FIN
6708,MO0957300,519,2017-04-06 00:00:00,0,TA00508653,,F,B,B,,C,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/7/2017,23.19.30,#EETJR1,,,,,1900-01-01 10:47:00,Y,Y,,,,I,O,FIN
6709,MO0957300,519,2017-04-06 00:00:00,1,TA00508654,,F,B,D,,C,M,,,,,,,,O,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/7/2017,23.20.04,#EETJR1,,,,,1900-01-01 15:58:00,N,N,,,,,,FIN
6710,MO0957300,522,2017-04-06 00:00:00,0,TA00508809,,M,B,B,,C,,E,,,,,,,,Y,,C,Y,A,,,,,,,,I,D,,,,,,,,Y,W,,,,,,,4/7/2017,23.28.45,#EETJR1,,,,,1900-01-01 11:40:00,N,Y,,,,,,FIN
6711,MO0957300,433,2017-04-07 00:00:00,0,TA00508937,,F,A,D,,C,,,,,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.42.19,#MCNTR1,,,,,1900-01-01 18:50:00,N,N,,,,,,FIN
6712,MO0957300,524,2017-04-07 00:00:00,0,TA00509037,,M,B,B,,C,M,,,,,,,,O,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.21.13,#MCNTR1,,,,,1900-01-01 21:42:00,N,Y,,,,,,FIN
6713,MO0957300,524,2017-04-07 00:00:00,1,TA00509038,,M,B,B,,C,,E,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.21.47,#MCNTR1,,,,,1900-01-01 23:01:00,N,N,N,,,,,FIN
6714,MO0957300,524,2017-04-07 00:00:00,2,TA00509039,,M,U,B,,C,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.31.59,#MCNTR1,,,,,1900-01-01 22:50:00,N,Y,,,,,,FIN
6715,MO0957300,516,2017-04-07 00:00:00,0,TA00509148,,M,B,B,,C,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.44.19,#MCNTR1,,,,,1900-01-01 12:18:00,N,Y,N,,,,,FIN
6716,MO0957300,516,2017-04-07 00:00:00,1,TA00509149,,F,B,B,,C,M,,,,,,,,O,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.44.42,#MCNTR1,,,,,1900-01-01 07:11:00,N,N,,,,,,FIN
6717,MO0957300,504,2017-04-07 00:00:00,0,TA00509152,,F,W,B,,C,M,,,,,,,,O,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.43.14,#MCNTR1,,,,,1900-01-01 13:30:00,Y,Y,N,,,,,FIN
6718,MO0957300,465,2017-04-07 00:00:00,0,TA00509276,,M,B,C,,C,M,,,,,,,,O,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.23.21,#MCNTR1,,,,,1900-01-01 20:50:00,N,N,,,,,,FIN
6719,MO0957300,465,2017-04-07 00:00:00,1,TA00509277,,M,B,C,,C,M,,,,,,,,O,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.26.57,#MCNTR1,,,,,1900-01-01 20:50:00,N,N,,,,,,FIN
6720,MO0957300,465,2017-04-07 00:00:00,2,TA00509278,,M,W,D,,N,M,,,,,,,,O,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.27.45,#MCNTR1,,,,,1900-01-01 21:40:00,N,N,,,,,,FIN
6721,MO0957300,477,2017-04-07 00:00:00,0,TA00509286,,M,W,B,,C,,E,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.20.47,#MCNTR1,,,,,1900-01-01 23:55:00,N,Y,N,,,,,FIN
6722,MO0957300,400,2017-04-07 00:00:00,0,TA00509332,,F,U,B,,N,M,,,,I,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.28.42,#MCNTR1,,,,,1900-01-01 22:43:00,N,N,,,,,,FIN
6723,MO0957300,400,2017-04-07 00:00:00,1,TA00509333,,M,W,B,,C,,E,,,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.29.15,#MCNTR1,,,,,1900-01-01 21:57:00,N,N,,,,,,FIN
6724,MO0957300,400,2017-04-07 00:00:00,2,TA00509334,,F,W,C,,C,M,,,,,,,,O,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.29.33,#MCNTR1,,,,,1900-01-01 19:34:00,N,N,,,,,,FIN
6725,MO0957300,495,2017-04-07 00:00:00,0,TA00509672,,M,B,C,,S,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.43.33,#MCNTR1,,,,,1900-01-01 18:05:00,N,Y,N,,,I,,FIN
6726,MO0957300,495,2017-04-07 00:00:00,1,TA00509673,,M,W,D,,N,M,,,S,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.43.59,#MCNTR1,,,,,1900-01-01 13:32:00,N,N,,,,,,FIN
6727,MO0957300,486,2017-04-07 00:00:00,0,TA00510022,,M,B,C,,C,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.22.15,#MCNTR1,,,,,1900-01-01 20:00:00,N,N,,,,,,FIN
6728,MO0957300,520,2017-04-07 00:00:00,0,TA00510230,,F,B,B,,N,,E,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.45.06,#MCNTR1,,,,,1900-01-01 13:20:00,N,N,N,,,,,FIN
6729,MO0957300,491,2017-04-07 00:00:00,0,TA00510290,,M,B,B,,C,,,,,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.32.20,#MCNTR1,,,,,1900-01-01 17:30:00,Y,N,,,,,,FIN
6730,MO0957300,521,2017-04-07 00:00:00,0,TA00510389,,F,A,B,,C,,,,,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.22.41,#MCNTR1,,,,,1900-01-01 19:25:00,N,N,,,,,,FIN
6731,MO0957300,433,2017-04-08 00:00:00,0,TA00510494,,F,W,B,,C,,,,,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.37.23,#MCNTR1,,,,,1900-01-01 18:19:00,N,N,,,,I,,FIN
6732,MO0957300,516,2017-04-08 00:00:00,0,TA00510630,,M,B,B,,C,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.38.36,#MCNTR1,,,,,1900-01-01 11:40:00,N,N,N,,,I,,FIN
6733,MO0957300,516,2017-04-08 00:00:00,1,TA00510631,,F,B,B,,N,,,,,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.38.59,#MCNTR1,,,,,1900-01-01 15:37:00,N,N,,,,I,,FIN
6734,MO0957300,504,2017-04-08 00:00:00,0,TA00510633,,M,B,B,,C,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.39.22,#MCNTR1,,,,,1900-01-01 16:31:00,Y,N,N,,,,,FIN
6735,MO0957300,504,2017-04-08 00:00:00,1,TA00510634,,M,B,D,,C,,,,,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.39.54,#MCNTR1,,,,,1900-01-01 14:00:00,Y,N,,,,,,FIN
6736,MO0957300,504,2017-04-08 00:00:00,2,TA00510635,,F,W,B,,C,M,,,,,,,,O,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.40.24,#MCNTR1,,,,,1900-01-01 12:01:00,Y,Y,,,,,,FIN
6737,MO0957300,504,2017-04-08 00:00:00,3,TA00510636,,F,B,C,,C,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.40.50,#MCNTR1,,,,,1900-01-01 15:50:00,Y,Y,N,,,,,FIN
6738,MO0957300,465,2017-04-08 00:00:00,0,TA00510701,,F,B,B,,N,,E,,,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.19.03,#MCNTR1,,,,,1900-01-01 19:22:00,N,N,,,,,,FIN
6739,MO0957300,477,2017-04-08 00:00:00,0,TA00510710,,M,W,D,,N,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.19.57,#MCNTR1,,,,,1900-01-01 04:00:00,N,N,N,,,I,,FIN
6740,MO0957300,477,2017-04-08 00:00:00,1,TA00510711,,M,B,C,,C,M,,,,,,,F,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.20.24,#MCNTR1,,,,,1900-01-01 03:15:00,N,N,,,,,,FIN
6741,MO0957300,400,2017-04-08 00:00:00,0,TA00510765,,M,A,A,,C,M,,,,,,,,O,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.42.47,#MCNTR1,,,,,1900-01-01 21:24:00,N,N,,,,,,FIN
6742,MO0957300,495,2017-04-08 00:00:00,0,TA00511025,,M,A,B,,N,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.33.37,#MCNTR1,,,,,1900-01-01 00:41:00,N,Y,,,,,,FIN
6743,MO0957300,495,2017-04-08 00:00:00,1,TA00511026,,M,W,B,,N,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.36.58,#MCNTR1,,,,,1900-01-01 17:34:00,N,Y,,,,,,FIN
6744,MO0957300,497,2017-04-08 00:00:00,0,TA00511056,,F,W,D,,C,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.32.48,#MCNTR1,,,,,1900-01-01 10:00:00,N,N,,,,,,FIN
6745,MO0957300,497,2017-04-08 00:00:00,1,TA00511057,,F,B,C,,C,,,,,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.33.12,#MCNTR1,,,,,1900-01-01 10:50:00,N,N,,,,,,FIN
6746,MO0957300,486,2017-04-08 00:00:00,0,TA00511276,,F,B,C,,C,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.19.35,#MCNTR1,,,,,1900-01-01 20:45:00,N,N,,,,,,FIN
6747,MO0957300,520,2017-04-08 00:00:00,0,TA00511357,,M,B,C,,C,M,,,,,,,,O,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.34.08,#MCNTR1,,,,,1900-01-01 14:00:00,N,Y,,,,,,FIN
6748,MO0957300,520,2017-04-08 00:00:00,1,TA00511358,,M,B,D,,C,M,,,,,,,,O,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.36.16,#MCNTR1,,,,,1900-01-01 16:40:00,N,N,,,,,,FIN
6749,MO0957300,433,2017-04-09 00:00:00,0,TA00511492,,F,B,D,,C,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.45.37,#MCNTR1,,,,,1900-01-01 13:30:00,N,N,N,,,I,,FIN
6750,MO0957300,525,2017-04-09 00:00:00,0,TA00511568,,F,B,B,,N,M,,,,,,,,O,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.46.07,#MCNTR1,,,,,1900-01-01 17:45:00,Y,N,,,,,,FIN
6751,MO0957300,525,2017-04-09 00:00:00,1,TA00511569,,F,W,A,,C,M,,,,,,,,O,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.46.38,#MCNTR1,,,,,1900-01-01 15:50:00,Y,N,,,,,,FIN
6752,MO0957300,525,2017-04-09 00:00:00,2,TA00511570,,M,W,B,,C,M,,,,,,,,O,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.47.00,#MCNTR1,,,,,1900-01-01 13:55:00,N,Y,,,,,,FIN
6753,MO0957300,516,2017-04-09 00:00:00,0,TA00511611,,F,B,D,,N,,,,,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.14.19,#MCNTR1,,,,,1900-01-01 16:08:00,N,N,,,,,,FIN
6754,MO0957300,504,2017-04-09 00:00:00,0,TA00511613,,M,W,A,,C,M,,,S,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.14.45,#MCNTR1,,,,,1900-01-01 13:30:00,Y,N,N,,,,,FIN
6755,MO0957300,504,2017-04-09 00:00:00,1,TA00511614,,F,B,B,,C,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.15.11,#MCNTR1,,,,,1900-01-01 13:39:00,N,Y,,,,,O,FIN
6756,MO0957300,504,2017-04-09 00:00:00,2,TA00511615,,M,H,B,,C,M,,,S,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.15.50,#MCNTR1,,,,,1900-01-01 13:40:00,N,N,N,,,,,FIN
6757,MO0957300,504,2017-04-09 00:00:00,3,TA00511616,,F,B,D,,C,,,,,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.16.13,#MCNTR1,,,,,1900-01-01 15:00:00,Y,N,,,,,,FIN
6758,MO0957300,504,2017-04-09 00:00:00,4,TA00511617,,F,B,D,,C,M,,,,,,,,O,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.16.58,#MCNTR1,,,,,1900-01-01 13:00:00,Y,Y,N,,,,,FIN
6759,MO0957300,465,2017-04-09 00:00:00,0,TA00511707,,F,B,D,,N,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.18.44,#MCNTR1,,,,,1900-01-01 19:23:00,N,N,,,,,,FIN
6760,MO0957300,419,2017-04-09 00:00:00,0,TA00511905,,F,A,D,,N,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.18.18,#MCNTR1,,,,,1900-01-01 20:20:00,N,Y,,,,,,FIN
6761,MO0957300,495,2017-04-09 00:00:00,0,TA00511964,,M,B,C,,C,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.47.48,#MCNTR1,,,,,1900-01-01 13:15:00,N,Y,,,,,,FIN
6762,MO0957300,497,2017-04-09 00:00:00,0,TA00511980,,M,B,B,,C,M,,,S,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.47.23,#MCNTR1,,,,,1900-01-01 15:25:00,N,N,,,,,,FIN
6763,MO0957300,520,2017-04-09 00:00:00,0,TA00512237,,M,W,C,,N,M,,,,,,,,O,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.13.37,#MCNTR1,,,,,1900-01-01 09:55:00,N,Y,,,,,,FIN
6764,MO0957300,520,2017-04-09 00:00:00,1,TA00512238,,F,B,D,,N,M,,,,,,,,O,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/10/2017,23.13.58,#MCNTR1,,,,,1900-01-01 16:05:00,N,N,N,,,,,FIN
6765,MO0957300,514,2017-04-10 00:00:00,0,TA00512402,,M,B,B,,N,,,,,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/12/2017,06.11.22,#MCNTR1,,,,,1900-01-01 19:40:00,N,Y,,,,I,,FIN
6766,MO0957300,514,2017-04-10 00:00:00,1,TA00512403,,F,W,C,,N,,,,,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/12/2017,06.11.44,#MCNTR1,,,,,1900-01-01 23:00:00,N,N,,,,I,,FIN
6767,MO0957300,443,2017-04-10 00:00:00,0,TA00512524,,M,W,C,,C,M,,,,,,,,O,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/12/2017,06.18.06,#MCNTR1,,,,,1900-01-01 16:29:00,N,N,,,,,,FIN
6768,MO0957300,443,2017-04-10 00:00:00,1,TA00512525,,F,B,D,,C,M,,,,,,,,O,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/12/2017,06.18.39,#MCNTR1,,,,,1900-01-01 10:56:00,N,N,,,,,,FIN
6769,MO0957300,453,2017-04-10 00:00:00,0,TA00512560,,F,B,D,,N,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/12/2017,06.13.55,#MCNTR1,,,,,1900-01-01 22:30:00,N,N,,,,,,FIN
6770,MO0957300,464,2017-04-10 00:00:00,0,TA00512598,,F,B,B,,N,,E,,,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/12/2017,06.19.01,#MCNTR1,,,,,1900-01-01 10:55:00,N,N,,,,,,FIN
6771,MO0957300,469,2017-04-10 00:00:00,0,TA00512725,,M,B,C,,C,,,,,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/12/2017,06.14.42,#MCNTR1,,,,,1900-01-01 22:50:00,N,N,,,,,,FIN
6772,MO0957300,399,2017-04-10 00:00:00,0,TA00512764,,F,W,B,,N,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/12/2017,06.26.53,#MCNTR1,,,,,1900-01-01 10:20:00,N,N,,,,,,FIN
6773,MO0957300,399,2017-04-10 00:00:00,1,TA00512765,,F,B,B,,N,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/12/2017,06.27.15,#MCNTR1,,,,,1900-01-01 10:50:00,N,N,,,,,,FIN
6774,MO0957300,518,2017-04-10 00:00:00,0,TA00512804,,F,B,A,,C,,E,,,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/12/2017,06.16.47,#MCNTR1,,,,,1900-01-01 21:45:00,N,N,,,,I,,FIN
6775,MO0957300,426,2017-04-10 00:00:00,0,TA00513042,,M,W,D,,N,M,,,S,,,,,,Y,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/12/2017,06.19.25,#MCNTR1,,,,,1900-01-01 11:07:00,N,N,,,,,,FIN
6776,MO0957300,426,2017-04-10 00:00:00,1,TA00513043,,M,W,C,,N,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/12/2017,06.19.51,#MCNTR1,,,,,1900-01-01 07:28:00,N,N,,,,,,FIN
6777,MO0957300,426,2017-04-10 00:00:00,2,TA00513044,,M,W,C,,N,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/12/2017,06.20.12,#MCNTR1,,,,,1900-01-01 07:37:00,N,N,,,,,,FIN
6778,MO0957300,426,2017-04-10 00:00:00,3,TA00513045,,F,W,B,,N,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/12/2017,06.20.31,#MCNTR1,,,,,1900-01-01 07:57:00,N,N,,,,,,FIN
6779,MO0957300,426,2017-04-10 00:00:00,4,TA00513046,,F,B,D,,N,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/12/2017,06.20.57,#MCNTR1,,,,,1900-01-01 08:22:00,N,N,,,,,,FIN
6780,MO0957300,426,2017-04-10 00:00:00,5,TA00513047,,M,W,C,,N,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/12/2017,06.21.17,#MCNTR1,,,,,1900-01-01 08:07:00,N,Y,,,,,,FIN
6781,MO0957300,426,2017-04-10 00:00:00,6,TA00513048,,F,W,D,,N,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/12/2017,06.21.39,#MCNTR1,,,,,1900-01-01 08:30:00,N,N,,,,,,FIN
6782,MO0957300,426,2017-04-10 00:00:00,7,TA00513049,,F,W,B,,N,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/12/2017,06.21.59,#MCNTR1,,,,,1900-01-01 09:05:00,N,N,,,,,,FIN
6783,MO0957300,426,2017-04-10 00:00:00,8,TA00513050,,F,B,D,,N,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/12/2017,06.23.22,#MCNTR1,,,,,1900-01-01 09:37:00,N,Y,,,,,,FIN
6784,MO0957300,426,2017-04-10 00:00:00,9,TA00513051,,M,W,C,,N,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/12/2017,06.23.43,#MCNTR1,,,,,1900-01-01 09:50:00,N,N,,,,,,FIN
6785,MO0957300,426,2017-04-10 00:00:00,10,TA00513052,,F,W,C,,N,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/12/2017,06.24.00,#MCNTR1,,,,,1900-01-01 10:33:00,N,N,,,,,,FIN
6786,MO0957300,426,2017-04-10 00:00:00,11,TA00513053,,M,W,D,,N,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/12/2017,06.24.20,#MCNTR1,,,,,1900-01-01 13:30:00,N,N,,,,,,FIN
6787,MO0957300,426,2017-04-10 00:00:00,12,TA00513054,,F,B,D,,N,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/12/2017,06.24.45,#MCNTR1,,,,,1900-01-01 13:50:00,N,Y,,,,,,FIN
6788,MO0957300,426,2017-04-10 00:00:00,13,TA00513055,,M,B,C,,N,M,,,S,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/12/2017,06.25.08,#MCNTR1,,,,,1900-01-01 14:16:00,N,N,,,,,,FIN
6789,MO0957300,497,2017-04-10 00:00:00,0,TA00513121,,F,W,B,,C,M,,,S,,,,,,Y,W,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/12/2017,06.17.41,#MCNTR1,,,,,1900-01-01 20:00:00,N,N,,,,,,FIN
6790,MO0957300,509,2017-04-10 00:00:00,0,TA00513236,,F,B,B,,C,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/12/2017,06.25.28,#MCNTR1,,,,,1900-01-01 15:45:00,N,Y,N,,,,,FIN
6791,MO0957300,509,2017-04-10 00:00:00,1,TA00513237,,M,B,D,,C,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/12/2017,06.25.47,#MCNTR1,,,,,1900-01-01 14:25:00,Y,Y,N,,,I,,FIN
6792,MO0957300,509,2017-04-10 00:00:00,2,TA00513238,,M,A,B,,N,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/12/2017,06.26.14,#MCNTR1,,,,,1900-01-01 13:10:00,N,N,N,,,,,FIN
6793,MO0957300,509,2017-04-10 00:00:00,3,TA00513239,,M,B,C,,N,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/12/2017,06.26.35,#MCNTR1,,,,,1900-01-01 10:05:00,Y,N,N,,,,,FIN
6794,MO0957300,503,2017-04-10 00:00:00,0,TA00513339,,M,B,D,,C,M,,,,,,,F,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/12/2017,06.16.27,#MCNTR1,,,,,1900-01-01 20:10:00,N,Y,,,,,,FIN
6795,MO0957300,485,2017-04-10 00:00:00,0,TA00513396,,F,B,B,,N,,,,,,,,,,Y,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,4/12/2017,06.27.37,#MCNTR1,,,,,1900-01-01 10:44:00,N,N,,,,,,FIN
