ORI, DSN, STOP_DATE, SEQ_NO, REF_NO, EVENT_NO, SEX, RACE, AGE_CODE, GEO, NLCCODE, STOP_LOCATION, VIOL_MOVING, VIOL_EQUIPMENT, VIOL_LICENSE, MOVING_SPEED, MOVING_LANE, MOVING_TAIL, MOVING_CMV, MOVINGHAZEQUIPIND, MOVING_SIGNAL, MOVING_OTHER, WARN_CITA_ISSUED, STOP_WARNING, STOP_CITATION, STOPARRESTIND, SEARCH_CONDUCT, DURATION_OF_SEARCH, CAUSE_CONSENT, CAUSE_DRG_ODOR, CAUSE_DOG_ALERT, CAUSE_PLN_VIEW, CAUSE_OFF_SFTY, CAUSE_INVNTRY, CAUSE_OTHER, CAUSE_INC_TO_ARR, SEARCHED_PERSON, SEARCHED_PROPERTY, CNTR_DISCOVERED, CNTR_DRUG_PAR, CNTR_CURRENCY, CNTR_WEAPON, CNTR_STLN_PROP, CNTR_OTHER, SEARCH_ARREST, CHRG_WAR_WAN, CHRG_DRUG_VIOL, CHRG_RESIST_ARR, CHRG_OFF_PERSON, CHRG_PROP_CRIME, CHRG_OTHER, CHRG_DWI, DELETE_FLAG, ENTER_DATE, ENTER_TIME, ENTER_ACID, LAST_UPDATE_DATE, LAST_UPDATE_TIME, LAST_UPDATE_ACID, LAST_UPDATE_ACTION, DISTRICT, SECOND_DSN, TIME_OF_STOP, RACE_BEFORE_STOP, RES_JURISDICTION, STOP_NO_ACTION, SEARCH_BOTH, CHRG_TRAFF_VIOL, VIOL_INVESTIGATIVE, STOP_OTHER, STATUS_CODE
MO0957300,504,1/1/2016,1,TA00000596,,M,B,C,,,C,,,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/5/2016,00.30.50,#EETJR1,,,,,,,757,N,N,,,,,,FIN
MO0957300,504,1/1/2016,2,TA00000597,,F,B,B,,,C,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/5/2016,00.31.32,#EETJR1,,,,,,,1723,N,N,N,,,,,FIN
MO0957300,514,1/1/2016,0,TA00000661,,F,B,B,,,C,,E,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.48.50,#EETJR1,,,,,,,1105,N,Y,,,,,,FIN
MO0957300,451,1/2/2016,0,TA00000843,,M,W,D,,,N,M,,,S,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.45.42,#EETJR1,,,,,,,1630,N,Y,N,,,,,FIN
MO0957300,451,1/2/2016,1,TA00000844,,M,B,B,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.46.23,#EETJR1,,,,,,,1640,N,Y,,,,,,FIN
MO0957300,493,1/2/2016,0,TA00000911,,F,B,B,,,C,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/5/2016,00.54.38,#EETJR1,,,,,,,945,N,Y,,,,,,FIN
MO0957300,461,1/2/2016,0,TA00000924,,F,W,D,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.36.37,#EETJR1,,,,,,,1957,N,N,,,,,,FIN
MO0957300,461,1/2/2016,1,TA00000925,,M,W,B,,,C,,E,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.58.09,#EETJR1,,,,,,,107,N,Y,,,,,,FIN
MO0957300,464,1/2/2016,0,TA00000926,,M,B,B,,,N,,,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/5/2016,00.53.45,#EETJR1,,,,,,,1940,N,Y,,,,I,,FIN
MO0957300,495,1/2/2016,0,TA00000935,,M,B,B,,,N,M,,,,,,,,,O,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.47.02,#EETJR1,,,,,,,1640,N,N,,,,,,FIN
MO0957300,400,1/2/2016,0,TA00001139,,M,B,B,,,C,M,,,S,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/5/2016,00.24.20,#EETJR1,,,,,,,1953,N,N,,,,,,FIN
MO0957300,510,1/2/2016,0,TA00001430,,M,B,C,,,C,,,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.37.32,#EETJR1,,,,,,,1905,N,N,,,,,,FIN
MO0957300,510,1/2/2016,1,TA00001431,,M,W,D,,,N,,,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.38.01,#EETJR1,,,,,,,2020,N,N,,,,,,FIN
MO0957300,510,1/2/2016,2,TA00001432,,F,B,B,,,O,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/5/2016,00.41.27,#EETJR1,,,,,,,245,N,N,N,,,I,,FIN
MO0957300,510,1/2/2016,3,TA00001433,,M,B,B,,,S,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/5/2016,00.42.09,#EETJR1,,,,,,,130,N,Y,,,,,,FIN
MO0957300,486,1/2/2016,0,TA00001546,,F,W,D,,,C,M,,,,,,,,,O,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.38.29,#EETJR1,,,,,,,1350,N,N,N,,,,,FIN
MO0957300,490,1/2/2016,0,TA00001567,,M,H,D,,,N,,,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.41.27,#EETJR1,,,,,,,1600,N,N,,,,,,FIN
MO0957300,504,1/2/2016,0,TA00001640,,F,B,D,,,C,M,,,,,,,,,O,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.43.32,#EETJR1,,,,,,,1020,Y,Y,N,,,,,FIN
MO0957300,504,1/2/2016,1,TA00001641,,M,B,B,,,C,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.44.06,#EETJR1,,,,,,,48,Y,Y,,,,,,FIN
MO0957300,504,1/2/2016,2,TA00001642,,M,B,C,,,C,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.44.49,#EETJR1,,,,,,,820,Y,N,,,,,,FIN
MO0957300,512,1/2/2016,0,TA00001748,,F,B,B,,,C,,,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.42.20,#EETJR1,,,,,,,920,N,N,,,,I,,FIN
MO0957300,512,1/2/2016,1,TA00001749,,M,W,B,,,C,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.42.47,#EETJR1,,,,,,,840,N,N,,,,,,FIN
MO0957300,514,1/2/2016,0,TA00001752,,F,W,B,,,S,,E,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.29.56,#EETJR1,,,,,,,2200,N,N,N,,,,,FIN
MO0957300,514,1/2/2016,1,TA00001753,,M,B,D,,,S,,E,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.30.21,#EETJR1,,,,,,,2135,N,N,,,,,,FIN
MO0957300,514,1/2/2016,2,TA00001754,,F,B,B,,,C,,E,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.49.34,#EETJR1,,,,,,,350,N,Y,,,,,,FIN
MO0957300,516,1/3/2016,0,TA00001966,,F,A,C,,,N,M,,,S,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.54.12,#EETJR1,,,,,,,1448,N,Y,,,,,,FIN
MO0957300,516,1/3/2016,1,TA00001967,,F,B,B,,,C,,E,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/5/2016,00.04.48,#EETJR1,,,,,,,2358,N,Y,,,,,,FIN
MO0957300,495,1/3/2016,0,TA00001976,,F,B,D,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.55.18,#EETJR1,,,,,,,1200,N,Y,,,,,,FIN
MO0957300,385,1/3/2016,0,TA00002030,,M,B,D,,,N,M,,,S,,,,,,,Y,W,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.47.41,#EETJR1,,,,,,,1630,N,N,,,,,,FIN
MO0957300,465,1/3/2016,0,TA00002034,,F,W,B,,,N,M,,,,,,,,,O,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/5/2016,00.00.59,#EETJR1,,,,,,,2008,N,N,,,,,,FIN
MO0957300,465,1/3/2016,1,TA00002035,,F,W,B,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/5/2016,00.01.28,#EETJR1,,,,,,,1946,N,N,,,,,,FIN
MO0957300,465,1/3/2016,2,TA00002036,,F,W,B,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/5/2016,00.01.57,#EETJR1,,,,,,,1922,N,N,,,,,,FIN
MO0957300,509,1/3/2016,0,TA00002055,,M,B,B,,,N,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/5/2016,00.02.36,#EETJR1,,,,,,,2300,N,N,N,,,I,,FIN
MO0957300,419,1/3/2016,0,TA00002214,,M,B,D,,,N,,E,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.59.27,#EETJR1,,,,,,,2219,N,N,,,,,,FIN
MO0957300,510,1/3/2016,0,TA00002356,,F,B,A,,,O,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/5/2016,00.04.10,#EETJR1,,,,,,,2215,N,N,N,,,,,FIN
MO0957300,488,1/3/2016,0,TA00002471,,M,B,B,,,N,M,,,,,,,,,O,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/5/2016,00.00.09,#EETJR1,,,,,,,2156,N,Y,,,,,,FIN
MO0957300,490,1/3/2016,0,TA00002474,,F,B,B,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.55.43,#EETJR1,,,,,,,1455,N,Y,,,,,,FIN
MO0957300,490,1/3/2016,1,TA00002475,,F,W,D,,,N,M,,,S,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.56.20,#EETJR1,,,,,,,1725,N,N,,,,,,FIN
MO0957300,490,1/3/2016,2,TA00002476,,M,B,D,,,N,M,,,S,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.57.08,#EETJR1,,,,,,,1525,N,N,,,,,,FIN
MO0957300,504,1/3/2016,0,TA00002528,,M,B,B,,,C,M,,,,,,,,,O,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.50.32,#EETJR1,,,,,,,928,N,Y,,,,,,FIN
MO0957300,504,1/3/2016,1,TA00002529,,F,B,D,,,C,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.51.09,#EETJR1,,,,,,,855,N,Y,,,,,,FIN
MO0957300,504,1/3/2016,2,TA00002530,,M,W,B,,,C,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.51.41,#EETJR1,,,,,,,825,Y,Y,,,,,,FIN
MO0957300,504,1/3/2016,3,TA00002531,,M,B,B,,,C,M,,,S,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.52.15,#EETJR1,,,,,,,1500,Y,Y,N,,,,,FIN
MO0957300,504,1/3/2016,4,TA00002532,,F,U,D,,,C,M,,,,,,,,,O,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.53.12,#EETJR1,,,,,,,750,Y,N,,,,,,FIN
MO0957300,512,1/3/2016,0,TA00002603,,M,W,B,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.53.45,#EETJR1,,,,,,,1530,N,N,,,,,,FIN
MO0957300,512,1/3/2016,1,TA00002604,,M,B,D,,,N,,,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.54.40,#EETJR1,,,,,,,1800,N,N,,,,,,FIN
MO0957300,512,1/3/2016,2,TA00002605,,M,U,C,,,N,M,,,S,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.57.37,#EETJR1,,,,,,,1500,N,Y,,,,,,FIN
MO0957300,514,1/3/2016,0,TA00002607,,M,B,D,,,C,,E,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.29.28,#EETJR1,,,,,,,530,N,Y,N,,,,,FIN
MO0957300,514,1/3/2016,1,TA00002608,,M,W,D,,,N,,E,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/4/2016,23.58.41,#EETJR1,,,,,,,1950,N,Y,N,,,,,FIN
MO0957300,434,1/4/2016,0,TA00002732,,M,B,B,,,N,,,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,05.31.08,#GRALR1,,,,,,,1109,N,N,,,,,,FIN
MO0957300,456,1/4/2016,0,TA00002845,,F,B,B,,,N,,E,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,05.42.24,#GRALR1,,,,,,,2140,N,N,,,,,,FIN
MO0957300,493,1/4/2016,0,TA00002846,,F,B,D,,,C,,E,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/5/2016,00.52.16,#EETJR1,,,,,,,600,N,N,,,,,,FIN
MO0957300,495,1/4/2016,0,TA00002859,,F,B,C,,,C,,E,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,05.46.45,#GRALR1,,,,,,,830,N,N,,,,,,FIN
MO0957300,399,1/4/2016,0,TA00002942,,F,W,C,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,05.31.50,#GRALR1,,,,,,,858,N,N,,,,,,FIN
MO0957300,399,1/4/2016,1,TA00002943,,M,B,C,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,05.32.37,#GRALR1,,,,,,,930,N,N,,,,,,FIN
MO0957300,477,1/4/2016,0,TA00002975,,M,B,C,,,S,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,05.29.27,#GRALR1,,,,,,,1430,N,N,,,,,,FIN
MO0957300,477,1/4/2016,1,TA00002976,,F,B,C,,,S,M,,,S,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,05.30.20,#GRALR1,,,,,,,1410,N,N,,,,,,FIN
MO0957300,509,1/4/2016,0,TA00003011,,F,W,B,,,C,M,,,,,,,,,O,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,05.41.25,#GRALR1,,,,,,,1935,N,N,,,,,,FIN
MO0957300,21507,1/4/2016,0,TA00003223,,M,B,B,,,C,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,05.44.46,#GRALR1,,,,,,,2245,Y,N,N,,,I,,FIN
MO0957300,426,1/4/2016,0,TA00003231,,M,B,B,,,N,,,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,05.38.54,#GRALR1,,,,,,,1130,N,Y,,,,,,FIN
MO0957300,426,1/4/2016,1,TA00003232,,M,B,C,,,N,,,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,05.39.51,#GRALR1,,,,,,,1108,N,Y,,,,,,FIN
MO0957300,503,1/4/2016,0,TA00003352,,F,B,D,,,S,,,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,05.33.50,#GRALR1,,,,,,,1320,Y,N,,,,,,FIN
MO0957300,503,1/4/2016,1,TA00003353,,F,B,D,,,C,,,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,05.34.57,#GRALR1,,,,,,,1130,N,N,,,,,,FIN
MO0957300,503,1/4/2016,2,TA00003354,,F,W,C,,,C,M,,,,,,,,,O,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,05.37.22,#GRALR1,,,,,,,800,N,Y,,,,,,FIN
MO0957300,511,1/4/2016,0,TA00003458,,M,B,B,,,N,M,,,,,,,,,O,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,05.43.05,#GRALR1,,,,,,,2303,N,N,,,,,,FIN
MO0957300,513,1/4/2016,0,TA00003644,,F,W,D,,,C,,,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,05.40.34,#GRALR1,,,,,,,730,N,N,,,,,,FIN
MO0957300,515,1/5/2016,0,TA00003772,,M,A,B,,,N,,E,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,04.00.50,#CRELW1,,,,,,,1950,N,Y,,,,,,FIN
MO0957300,494,1/5/2016,0,TA00003963,,M,W,D,,,S,,,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,05.43.58,#GRALR1,,,,,,,605,N,Y,,,,,,FIN
MO0957300,399,1/5/2016,0,TA00004104,,F,B,D,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,04.21.56,#CRELW1,,,,,,,945,N,Y,,,,,,FIN
MO0957300,399,1/5/2016,1,TA00004105,,F,W,B,,,N,M,,,S,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,04.22.53,#CRELW1,,,,,,,1356,N,N,,,,,,FIN
MO0957300,507,1/5/2016,0,TA00004155,,F,B,B,,,S,M,,,,,,,,,O,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,04.26.52,#CRELW1,,,,,,,1105,N,N,,,,,,FIN
MO0957300,509,1/5/2016,0,TA00004200,,M,B,B,,,N,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,03.59.16,#CRELW1,,,,,,,2020,N,N,N,,,,,FIN
MO0957300,509,1/5/2016,1,TA00004201,,F,B,B,,,C,M,,,S,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,04.00.01,#CRELW1,,,,,,,2033,N,Y,,,,,,FIN
MO0957300,509,1/5/2016,2,TA00004202,,F,W,B,,,N,,,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,04.01.28,#CRELW1,,,,,,,2140,N,N,,,,,,FIN
MO0957300,509,1/5/2016,3,TA00004203,,F,A,B,,,C,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,04.02.45,#CRELW1,,,,,,,1945,N,Y,N,,,I,,FIN
MO0957300,426,1/5/2016,0,TA00004489,,M,B,D,,,N,M,,,,,,,,,O,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,04.06.39,#CRELW1,,,,,,,1405,N,N,,,,,,FIN
MO0957300,426,1/5/2016,1,TA00004490,,F,W,D,,,N,,,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,04.25.29,#CRELW1,,,,,,,1103,N,Y,,,,,,FIN
MO0957300,503,1/5/2016,0,TA00004643,,M,B,B,,,C,M,,,,,,,,,O,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,04.23.32,#CRELW1,,,,,,,1440,N,N,,,,,,FIN
MO0957300,503,1/5/2016,1,TA00004644,,M,W,B,,,C,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,04.24.13,#CRELW1,,,,,,,800,Y,N,,,,,,FIN
MO0957300,503,1/5/2016,2,TA00004645,,M,B,B,,,S,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,04.24.55,#CRELW1,,,,,,,1630,N,Y,,,,,,FIN
MO0957300,509,1/6/2016,0,TA00005517,,M,W,B,,,N,,,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,04.02.07,#CRELW1,,,,,,,100,N,N,,,,,,FIN
MO0957300,418,1/6/2016,0,TA00005566,,F,A,D,,,N,,E,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/6/2016,00.30.49,#GRALR1,,,,,,,2015,N,N,,,,,,FIN
MO0957300,511,1/6/2016,0,TA00006053,,M,B,B,,,O,M,E,,,,,,,,O,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,04.27.37,#CRELW1,,,,,,,445,N,N,,,,,,FIN
MO0957300,514,1/6/2016,0,TA00006299,,M,W,B,,,S,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,04.03.25,#CRELW1,,,,,,,2240,N,N,N,,,I,,FIN
MO0957300,514,1/6/2016,1,TA00006300,,F,B,C,,,S,,E,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,04.04.06,#CRELW1,,,,,,,1935,N,Y,,,,,,FIN
MO0957300,461,1/7/2016,0,TA00006664,,F,W,B,,,C,,E,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/12/2016,04.49.33,#CRELW1,,,,,,,2053,N,Y,,,,,,FIN
MO0957300,488,1/7/2016,0,TA00007360,,F,W,B,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,04.05.26,#CRELW1,,,,,,,2032,N,Y,,,,,,FIN
MO0957300,512,1/7/2016,0,TA00007601,,F,B,B,,,N,M,,,S,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/12/2016,04.50.43,#CRELW1,,,,,,,1410,N,N,,,,,,FIN
MO0957300,512,1/7/2016,1,TA00007602,,M,B,D,,,C,M,,,S,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/12/2016,04.51.46,#CRELW1,,,,,,,1000,N,Y,,,,,,FIN
MO0957300,514,1/7/2016,0,TA00007609,,F,W,C,,,S,,E,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/8/2016,04.04.44,#CRELW1,,,,,,,425,N,Y,N,,,,,FIN
