ORI, DSN, STOP_DATE, TIME_OF_STOP, SEQ_NO, REF_NO, EVENT_NO, RACE_BEFORE_STOP, RES_JURISDICTION, SEX, RACE, AGE_CODE, GEO, NLCCODE, STOP_LOCATION, VIOL_INVESTIGATIVE, VIOL_EQUIPMENT, VIOL_LICENSE, VIOL_MOVING, MOVING_SPEED, MOVING_LANE, MOVING_TAIL, MOVING_CMV, MOVINGHAZEQUIPIND, MOVING_SIGNAL, MOVING_OTHER, WARN_CITA_ISSUED, STOP_WARNING, STOP_CITATION, STOP_NO_ACTION, STOP_OTHER, STOPARRESTIND, SEARCH_CONDUCT, SEARCH_BOTH, SEARCHED_PERSON, SEARCHED_PROPERTY, DURATION_OF_SEARCH, CAUSE_CONSENT, CAUSE_DRG_ODOR, CAUSE_DOG_ALERT, CAUSE_PLN_VIEW, CAUSE_OFF_SFTY, CAUSE_INVNTRY, CAUSE_OTHER, CAUSE_INC_TO_ARR, CNTR_DISCOVERED, CNTR_DRUG_PAR, CNTR_CURRENCY, CNTR_WEAPON, CNTR_STLN_PROP, CNTR_OTHER, SEARCH_ARREST, CHRG_WAR_WAN, CHRG_TRAFF_VIOL, CHRG_DRUG_VIOL, CHRG_RESIST_ARR, CHRG_OFF_PERSON, CHRG_PROP_CRIME, CHRG_OTHER, CHRG_DWI, DELETE_FLAG, ENTER_DATE, ENTER_TIME, ENTER_ACID, LAST_UPDATE_DATE, LAST_UPDATE_TIME, LAST_UPDATE_ACID, LAST_UPDATE_ACTION, DISTRICT, SECOND_DSN, STATUS_CODE,,,,,,,,,,,,,,,,,,,,
MO0957300,516,9/20/2018,1406,0,TA01231030,17873,N,N,M,W,B,,,N,,E,,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,10/29/2018,01.07.18,#CULH01,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,522,9/21/2018,226,0,TA01180013,18-27054,N,N,F,B,A,,,S,,,,M,S,,,,,,,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/21/2018,02.33.30,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,399,9/21/2018,308,0,TA01180042,18-27199,N,N,M,B,B,,,N,,,,M,S,,,,,,,N,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/21/2018,03.09.18,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,534,9/21/2018,326,0,TA01180056,18-27178,N,N,F,B,D,,,N,,,,M,,,,,,,O,N,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/21/2018,03.27.42,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,503,9/21/2018,30,0,TA01181354,18-27682,N,Y,F,B,C,,,S,I,,L,,,,,,,,,N,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/22/2018,04.13.02,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,529,9/21/2018,325,0,TA01181363,18-27688,N,Y,M,B,C,,,N,,,L,,,,,,,,,N,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/22/2018,04.22.15,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,491,9/21/2018,5,0,TA01181364,18-27679,Y,Y,M,B,C,,,O,I,,,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/22/2018,04.23.47,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,491,9/21/2018,605,0,TA01181365,18-27693,N,Y,M,W,D,,,S,,,,M,,,,,,,O,N,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/22/2018,04.26.41,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,518,9/21/2018,2150,0,TA01181367,18-27684,N,Y,M,B,D,,,C,I,E,,,,,,,,,,N,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/22/2018,04.28.01,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,518,9/21/2018,219,0,TA01181369,18-27686,Y,N,F,W,D,,,C,I,,,,,,,,,,,N,,,,O,,Y,,,P,A,C,,,,,,,,,,,,,,N,,,,,,,,,,9/22/2018,04.29.52,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,434,9/21/2018,637,0,TA01181370,18-27694,N,N,M,B,B,,,N,,,L,,,,,,,,,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/22/2018,04.32.57,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,532,9/21/2018,1615,0,TA01184843,,N,N,M,W,B,,,C,,,L,,,,,,,,,N,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/25/2018,03.21.32,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,535,9/21/2018,320,0,TA01184851,,N,N,F,W,C,,,C,,,,M,,,,,,,O,N,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/25/2018,03.42.29,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,495,9/21/2018,758,0,TA01184852,,N,Y,F,B,D,,,S,,,L,,,,,,,,,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/25/2018,03.43.46,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,495,9/21/2018,1529,0,TA01184853,,N,Y,M,W,B,,,N,,,,M,,,,,,,O,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/25/2018,03.44.54,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,527,9/21/2018,1535,0,TA01184854,,N,Y,F,B,B,,,N,,,,M,S,,,,,,,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/25/2018,03.45.51,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,518,9/21/2018,2250,0,TA01184856,,N,Y,M,B,B,,,N,I,E,,,,,,,,,,N,W,,,,,Y,B,,,A,C,,,,S,,,,Y,,,W,,,N,,,,,,,,,,9/25/2018,03.48.26,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,516,9/21/2018,2119,0,TA01184867,,N,N,M,B,C,,,N,,E,,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/25/2018,04.04.19,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,530,9/21/2018,2037,0,TA01184873,,N,N,M,B,D,,,S,,,,M,S,,,,,,,N,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/25/2018,04.11.59,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,530,9/21/2018,235,0,TA01184874,,Y,Y,M,B,B,,,O,I,,,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/25/2018,04.12.57,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,520,9/21/2018,1950,0,TA01184883,,N,N,F,B,C,,,C,,,,M,,,,,,F,O,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/25/2018,04.25.58,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,527,9/21/2018,900,0,TA01184884,,N,Y,F,B,D,,,N,,,,M,,,,,,,O,N,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/25/2018,04.26.57,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,520,9/21/2018,2001,0,TA01184885,,N,N,M,B,D,,,C,,,,M,,,,,,,O,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/25/2018,04.27.57,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,497,9/21/2018,2150,0,TA01184886,,N,N,F,B,D,,,C,,,,M,S,,,,,,,N,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/25/2018,04.28.49,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,530,9/21/2018,2125,0,TA01184887,,N,N,M,W,B,,,S,,,,M,S,,,,,,,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/25/2018,04.29.41,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,530,9/21/2018,1944,0,TA01184888,,N,N,F,B,B,,,S,,,,M,S,,,,,,,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/25/2018,04.30.40,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,531,9/21/2018,2035,0,TA01191161,18-27757,N,N,M,B,D,,,C,,E,,,,,,,,,,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/28/2018,23.40.22,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,518,9/22/2018,130,0,TA01184855,,N,N,M,U,D,,,N,I,E,,,,,,,,,,N,,,,O,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/25/2018,03.46.51,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,419,9/22/2018,1125,0,TA01184857,,N,Y,M,B,B,,,C,,,,M,,,,,,,O,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/25/2018,03.49.38,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,535,9/22/2018,318,0,TA01184859,,N,N,M,B,D,,,N,,,,M,,,,,,,O,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/25/2018,03.51.06,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,527,9/22/2018,1357,0,TA01184860,,N,Y,M,B,B,,,N,,,,M,,,,,,,O,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/25/2018,03.52.15,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,524,9/22/2018,910,0,TA01184861,,N,Y,F,B,D,,,N,,,,M,,,,,,,O,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/25/2018,03.53.37,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,495,9/22/2018,1203,0,TA01184862,,N,Y,F,B,D,,,S,,,,M,S,,,,,,,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/25/2018,03.55.27,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,531,9/22/2018,2340,0,TA01184876,,N,Y,M,B,D,,,C,,E,,,,,,,,,,N,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/25/2018,04.15.55,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,520,9/22/2018,1936,0,TA01184877,,N,Y,M,W,C,,,C,,,,M,,,,,,,O,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/25/2018,04.17.06,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,532,9/22/2018,1200,0,TA01184900,,N,N,F,W,D,,,C,,,L,,,,,,,,,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/25/2018,04.45.20,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,518,9/22/2018,1040,0,TA01186370,,N,N,F,B,B,,,S,I,E,,,,,,,,,,N,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/26/2018,00.58.15,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,516,9/23/2018,45,0,TA01184865,,N,N,M,B,B,,,C,,,L,M,S,,,,,,,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/25/2018,04.02.24,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,535,9/23/2018,400,0,TA01184868,,N,N,F,B,D,,,N,,,L,,,,,,,,,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/25/2018,04.06.13,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,535,9/23/2018,800,0,TA01184871,,N,N,M,B,B,,,N,,,L,,,,,,,,,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/25/2018,04.07.01,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,527,9/23/2018,1505,0,TA01184878,,N,Y,M,B,D,,,N,,,,M,,,,,,,O,N,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/25/2018,04.18.29,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,527,9/23/2018,1436,0,TA01184879,,N,N,F,B,B,,,N,,,,M,,,,,,,O,N,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/25/2018,04.19.26,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,530,9/23/2018,2200,0,TA01184880,,N,Y,M,W,C,,,S,,,,M,S,,,,,,,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/25/2018,04.21.39,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,518,9/23/2018,120,0,TA01186372,,N,Y,F,B,C,,,N,I,,,,,,,,,,,N,,,,O,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/26/2018,00.59.07,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,531,9/23/2018,2135,0,TA01191162,18-27933,N,Y,F,B,A,,,S,,,,M,S,,,,,,,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/28/2018,23.41.46,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,495,9/23/2018,1245,0,TA01238304,27898,N,N,F,B,B,,,N,,,,M,,,,,,,O,N,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,11/4/2018,06.15.02,#CULH01,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,525,9/24/2018,425,0,TA01184881,,N,Y,M,B,C,,,C,,,L,,,,,,,,,N,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/25/2018,04.22.28,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,399,9/24/2018,2104,0,TA01186364,,N,N,M,B,B,,,N,,,,M,S,,,,,,,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/26/2018,00.53.00,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,399,9/24/2018,2020,0,TA01186365,,N,Y,M,W,D,,,N,,,L,,,,,,,,,N,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/26/2018,00.54.10,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,544,9/24/2018,2100,0,TA01186368,,N,Y,M,B,B,,,C,,,,M,,,,,,,O,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/26/2018,00.55.05,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,544,9/24/2018,825,0,TA01186369,,N,Y,M,B,D,,,S,,,,M,,,,,,F,,N,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/26/2018,00.56.08,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,491,9/24/2018,1150,0,TA01186374,,N,N,M,B,D,,,S,,,L,,,,,,,,,N,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/26/2018,01.00.15,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,511,9/24/2018,745,0,TA01186378,,N,N,F,W,C,,,N,I,E,,M,,,,,,,O,N,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/26/2018,01.01.38,#MILM02,9/26/2018,01.02.03,#MILM02,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,511,9/24/2018,1420,0,TA01186382,,N,N,M,B,B,,,N,I,E,,,,,,,,,,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/26/2018,01.03.12,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,426,9/24/2018,1120,0,TA01186383,,N,N,F,B,B,,,N,,,L,,,,,,,,,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/26/2018,01.04.14,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,426,9/24/2018,1440,0,TA01186384,,N,N,M,W,D,,,N,,,,M,,I,,,,,,N,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/26/2018,01.05.11,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,426,9/24/2018,927,0,TA01186386,,N,N,F,W,D,,,N,,,L,,,,,,,,,N,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/26/2018,01.06.17,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,400,9/24/2018,1447,0,TA01186387,,N,N,M,A,D,,,N,,,,M,,,,,,,O,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/26/2018,01.07.35,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,400,9/24/2018,756,0,TA01186392,,N,N,F,B,B,,,N,,,,M,,,,,,,O,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/26/2018,01.10.48,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,503,9/24/2018,1600,0,TA01186394,,N,Y,M,B,C,,,S,,,,M,S,I,,,,,,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/26/2018,01.12.07,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,503,9/24/2018,1055,0,TA01186395,,N,Y,M,W,D,,,C,,,,M,,,,,,,O,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/26/2018,01.13.07,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,503,9/24/2018,1530,0,TA01186397,,N,N,F,A,B,,,S,,,,M,S,,,,,,,N,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/26/2018,01.14.53,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,527,9/25/2018,315,0,TA01184841,,N,N,F,W,B,,,N,,,,M,S,,,,,,,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/25/2018,03.16.54,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,532,9/25/2018,317,0,TA01184842,,N,Y,F,W,C,,,C,,,L,,,,,,,,,N,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/25/2018,03.17.52,#MILM02,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,399,9/25/2018,2218,0,TA01191368,18-28130,N,N,F,B,B,,,N,,,,M,S,,,,,,,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/29/2018,04.27.56,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,522,9/25/2018,2230,0,TA01191370,18-28131,N,N,M,B,B,,,C,,,L,,,,,,,,,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/29/2018,04.30.59,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,522,9/25/2018,2100,0,TA01191372,18-28120,N,Y,M,B,C,,,C,,,,M,,,,,,,O,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/29/2018,04.32.01,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,517,9/25/2018,2020,0,TA01191373,18-28124,N,N,M,B,C,,,C,,,,M,,,,,,,O,N,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/29/2018,04.33.02,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,518,9/25/2018,1104,0,TA01191374,18-28070,Y,Y,M,B,B,,,C,I,E,,,,,,,,,,N,,,,O,,Y,B,,,B,,,,,S,N,,I,Y,D,,W,,,Y,W,T,D,,,,,,,9/29/2018,04.36.10,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,434,9/25/2018,1111,0,TA01191375,18-28071,N,N,F,B,D,,,N,,,,M,,,,,,,O,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/29/2018,04.37.34,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,434,9/25/2018,1055,0,TA01191376,18-28067,N,N,M,B,B,,,N,,,L,,,,,,,,,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/29/2018,04.39.31,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,503,9/25/2018,1400,0,TA01191377,18-28084,N,N,F,B,B,,,C,,,L,,,,,,,,,N,,C,,,,Y,B,,,A,,D,,,,,,,,,,,,,N,,,,,,,,,,9/29/2018,04.42.21,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,491,9/25/2018,1050,0,TA01191378,18-28066,N,Y,M,B,C,,,S,,,L,,,,,,,,,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/29/2018,04.44.11,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,491,9/25/2018,938,0,TA01191379,18-28053,N,N,F,B,C,,,N,,E,,,,,,,,,,N,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/29/2018,04.45.06,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,511,9/25/2018,1630,0,TA01191381,18-28098,N,N,M,W,D,,,N,I,E,,,,,,,,,,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/29/2018,04.46.07,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,426,9/25/2018,1243,0,TA01191382,18-28078,N,N,M,B,B,,,N,,,,M,S,,,,,,,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/29/2018,04.47.52,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,532,9/26/2018,1345,0,TA01191093,18-28182,N,N,F,B,D,,,C,,,L,,,,,,,,,N,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/28/2018,22.44.31,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,495,9/26/2018,1028,0,TA01191155,18-28172,N,Y,M,B,B,,,C,,,,M,,,,,,,O,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/28/2018,23.35.57,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,527,9/26/2018,1234,0,TA01191249,18-28185,N,N,F,W,C,,,N,,,,M,,,,,,,O,N,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/29/2018,01.04.22,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,527,9/26/2018,853,0,TA01191263,18-28160,N,N,F,W,B,,,N,,,,M,,,,,,,O,N,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/29/2018,01.17.21,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,453,9/26/2018,1800,0,TA01191276,18-28222,Y,Y,F,B,D,,,C,,,L,,,,,,,,,N,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/29/2018,01.31.06,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,453,9/26/2018,1305,0,TA01191294,18-28190,N,Y,M,B,D,,,C,,,L,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/29/2018,01.58.56,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,490,9/26/2018,1420,0,TA01191295,18-28201,N,Y,F,A,B,,,N,,,,M,S,,,,,,,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/29/2018,02.00.33,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,516,9/26/2018,2032,0,TA01191304,18-28234,N,N,F,B,B,,,N,,,L,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/29/2018,02.16.10,#EETJR1,,,,,,518,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,516,9/26/2018,2046,0,TA01191308,18-28236,N,Y,F,B,D,,,C,I,,L,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/29/2018,02.24.09,#EETJR1,,,,,,518,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,516,9/26/2018,2104,0,TA01191310,18-28239,N,Y,M,B,B,,,C,,,L,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/29/2018,02.29.33,#EETJR1,,,,,,518,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,516,9/26/2018,2111,0,TA01191312,18-28241,N,N,F,B,B,,,N,I,,L,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/29/2018,02.31.58,#EETJR1,,,,,,518,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,516,9/26/2018,2022,0,TA01191313,18-28232,N,Y,M,W,B,,,N,,E,L,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/29/2018,02.34.11,#EETJR1,,,,,,518,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,516,9/26/2018,2210,0,TA01191315,18-28246,N,N,M,B,D,,,O,I,,,,,,,,,,,N,,,N,,,Y,B,,,A,C,,,,,,,,,,,,,,N,,,,,,,,,,9/29/2018,02.36.30,#EETJR1,,,,,,518,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,516,9/26/2018,2200,0,TA01191316,18-28244,N,Y,M,B,D,,,C,I,,,,,,,,,,,N,,,N,,,Y,B,,,A,C,,,,,,,,,,,,,,N,,,,,,,,,,9/29/2018,02.39.21,#EETJR1,,,,,,518,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,517,9/26/2018,1900,0,TA01191317,18-28226,N,N,M,A,A,,,C,,E,,,,,,,,,,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,9/29/2018,02.40.59,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
