ORI, DSN, STOP_DATE, TIME_OF_STOP, SEQ_NO, REF_NO, EVENT_NO, RACE_BEFORE_STOP, RES_JURISDICTION, SEX, RACE, AGE_CODE, GEO, NLCCODE, STOP_LOCATION, VIOL_INVESTIGATIVE, VIOL_EQUIPMENT, VIOL_LICENSE, VIOL_MOVING, MOVING_SPEED, MOVING_LANE, MOVING_TAIL, MOVING_CMV, MOVINGHAZEQUIPIND, MOVING_SIGNAL, MOVING_OTHER, WARN_CITA_ISSUED, STOP_WARNING, STOP_CITATION, STOP_NO_ACTION, STOP_OTHER, STOPARRESTIND, SEARCH_CONDUCT, SEARCH_BOTH, SEARCHED_PERSON, SEARCHED_PROPERTY, DURATION_OF_SEARCH, CAUSE_CONSENT, CAUSE_DRG_ODOR, CAUSE_DOG_ALERT, CAUSE_PLN_VIEW, CAUSE_OFF_SFTY, CAUSE_INVNTRY, CAUSE_OTHER, CAUSE_INC_TO_ARR, CNTR_DISCOVERED, CNTR_DRUG_PAR, CNTR_CURRENCY, CNTR_WEAPON, CNTR_STLN_PROP, CNTR_OTHER, SEARCH_ARREST, CHRG_WAR_WAN, CHRG_TRAFF_VIOL, CHRG_DRUG_VIOL, CHRG_RESIST_ARR, CHRG_OFF_PERSON, CHRG_PROP_CRIME, CHRG_OTHER, CHRG_DWI, DELETE_FLAG, ENTER_DATE, ENTER_TIME, ENTER_ACID, LAST_UPDATE_DATE, LAST_UPDATE_TIME, LAST_UPDATE_ACID, LAST_UPDATE_ACTION, DISTRICT, SECOND_DSN, STATUS_CODE,,,,,,,,,,,,,,,,,,,,
MO0957300,516,3/24/2018,2025,1,TA00908793,,N,N,F,B,B,,,N,I,,L,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,01.21.53,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,524,3/24/2018,2110,0,TA00908794,,N,N,M,B,A,,,N,,,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,01.29.16,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,529,3/24/2018,2345,0,TA00908795,,N,Y,M,B,C,,,N,,E,,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,01.30.06,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,520,3/24/2018,2330,0,TA00908796,,N,N,M,B,B,,,C,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,01.41.18,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,527,3/24/2018,845,1,TA00908797,,N,N,F,B,C,,,N,,,,M,,,,,,,O,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,01.51.09,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,469,3/25/2018,901,0,TA00909812,,Y,N,F,W,D,,,C,,,,M,,I,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,00.40.09,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,516,3/25/2018,100,0,TA00909814,,N,N,M,B,B,,,N,I,,L,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,01.22.59,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,531,3/25/2018,210,0,TA00909815,,N,N,F,B,C,,,N,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,01.27.32,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,531,3/25/2018,15,1,TA00909816,,N,N,M,B,C,,,N,,E,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,01.28.33,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,529,3/25/2018,20,0,TA00909817,,N,Y,M,B,B,,,N,,E,,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,01.30.54,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,529,3/25/2018,140,1,TA00909818,,N,N,F,B,B,,,N,,,,M,,I,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,01.37.57,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,529,3/25/2018,230,2,TA00909819,,N,Y,F,B,B,,,N,,E,L,,,,,,,,,Y,W,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,01.39.24,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,525,3/25/2018,320,0,TA00909820,,N,N,M,W,C,,,S,I,,L,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,01.40.07,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,527,3/25/2018,410,0,TA00909821,,N,Y,F,B,C,,,O,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,01.50.10,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,490,3/25/2018,933,0,TA00909822,,N,N,M,W,D,,,N,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,01.52.04,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,419,3/25/2018,800,0,TA00909823,,N,N,F,B,D,,,N,,,,M,S,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,01.53.45,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,532,3/25/2018,818,0,TA00909824,,N,N,F,W,B,,,C,,,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,01.56.56,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,517,3/25/2018,1615,0,TA00909825,,N,N,F,B,D,,,N,,E,,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,01.58.28,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,419,3/25/2018,827,1,TA00909826,,N,N,M,B,C,,,N,,,,M,S,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,01.59.42,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,525,3/25/2018,2130,1,TA00909827,,N,N,M,B,C,,,C,I,,,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,02.00.32,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,520,3/25/2018,2321,0,TA00909828,,N,Y,M,B,D,,,C,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,02.01.34,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,529,3/25/2018,2040,3,TA00909829,,N,Y,F,B,D,,,S,,,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,02.02.20,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,529,3/25/2018,2250,4,TA00909830,,N,N,M,W,B,,,S,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,02.04.24,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,516,3/25/2018,1941,1,TA00909831,,N,N,M,W,B,,,N,I,,L,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,02.05.20,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,481,3/25/2018,2145,0,TA00909832,,N,N,F,A,B,,,C,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,02.08.45,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,481,3/25/2018,2100,0,TA00909833,,Y,N,F,B,D,,,C,,,L,,,,,,,,,N,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,02.10.10,#DARET2,1/29/2019,07.36.36,#DUNJM1,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,481,3/25/2018,2110,1,TA00909834,,N,N,M,W,D,,,N,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,02.11.49,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,531,3/25/2018,2240,2,TA00909835,,N,Y,M,B,D,,,S,,E,,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,02.13.55,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,531,3/25/2018,2205,3,TA00909836,,N,N,M,B,B,,,C,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,02.14.47,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,527,3/25/2018,1102,1,TA00909837,,N,N,F,U,B,,,N,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,02.25.56,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,481,3/26/2018,300,0,TA00910861,,N,Y,M,B,B,,,N,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,02.12.33,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,518,3/26/2018,1001,0,TA00910862,,N,N,M,W,B,,,S,I,,,M,,,,,,F,O,N,,,,O,,Y,B,,,B,,,,P,S,N,,,Y,D,,,,,Y,W,T,D,R,,,,A,,3/30/2018,02.30.22,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,426,3/26/2018,2123,0,TA00910863,,N,N,M,W,D,,,N,,E,,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,02.30.33,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,426,3/26/2018,2145,1,TA00910864,,N,N,F,B,B,,,N,,,,M,,I,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,02.32.35,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,533,3/26/2018,2030,0,TA00910865,,N,Y,F,B,B,,,C,,E,,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,02.33.58,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,512,3/26/2018,2100,0,TA00910866,,N,N,F,W,B,,,C,I,,,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,02.34.46,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,503,3/26/2018,2000,0,TA00910867,,N,N,M,A,B,,,S,,,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,02.35.36,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,485,3/26/2018,1007,0,TA00910868,,N,N,F,B,C,,,C,,,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,02.37.37,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,464,3/26/2018,1452,0,TA00910869,,N,N,F,B,D,,,N,,E,,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,02.38.57,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,517,3/26/2018,1009,0,TA00910870,,N,N,M,W,D,,,C,,,,M,S,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,02.41.12,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,517,3/26/2018,1009,1,TA00910871,,N,N,M,W,D,,,C,,,,M,S,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,02.46.30,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,517,3/26/2018,956,2,TA00910872,,N,Y,F,W,D,,,C,,,,M,S,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,02.50.15,#DARET2,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,530,3/27/2018,1320,0,TA00912501,,N,Y,M,W,C,,,C,,,L,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,02.26.35,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,530,3/27/2018,1320,1,TA00912502,,N,Y,M,W,C,,,C,,,L,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,02.26.36,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,530,3/27/2018,1528,2,TA00912503,,N,N,F,B,B,,,C,I,,,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,02.27.18,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,518,3/27/2018,700,0,TA00912504,,N,N,M,W,D,,,N,,E,,,,,,,,,,Y,,C,,,,Y,,D,,A,,,,,,,,I,,,,,,,Y,,T,,,,,,,,3/30/2018,02.28.17,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,540,3/27/2018,845,0,TA00912505,,N,Y,F,W,C,,,N,I,,,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,02.55.59,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,503,3/27/2018,2150,0,TA00912506,,N,Y,F,B,D,,,C,,,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,02.56.43,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,533,3/27/2018,2050,0,TA00912507,,N,Y,F,B,C,,,C,,E,,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,02.57.12,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,517,3/27/2018,827,0,TA00912508,,N,N,F,B,B,,,C,,,L,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,02.58.48,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,419,3/28/2018,919,0,TA00913943,,N,N,F,B,D,,,N,,,,M,S,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,02.59.28,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,520,3/28/2018,1931,0,TA00913944,,N,N,F,B,D,,,C,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,03.00.54,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,531,3/28/2018,2140,0,TA00913945,,N,N,M,B,B,,,N,,E,,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,03.03.40,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,531,3/28/2018,2140,1,TA00913946,,N,N,M,B,B,,,N,,E,,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,03.06.52,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,531,3/28/2018,2350,2,TA00913947,,N,N,M,B,C,,,S,I,,,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,03.07.25,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,535,3/28/2018,1454,0,TA00913948,,N,N,F,B,C,,,N,,,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,03.13.19,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,535,3/28/2018,724,1,TA00913949,,N,N,F,W,C,,,N,,,L,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,03.14.59,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,527,3/28/2018,1013,0,TA00913950,,N,Y,F,B,B,,,N,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,03.17.15,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,527,3/28/2018,1130,1,TA00913952,,N,N,F,W,C,,,N,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,03.17.55,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,527,3/28/2018,1300,2,TA00913953,,N,N,M,W,C,,,N,,E,,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,03.18.25,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,527,3/28/2018,1545,3,TA00913954,,N,Y,F,B,D,,,N,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,03.19.17,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,527,3/28/2018,1050,4,TA00913955,,N,Y,F,B,B,,,N,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,03.21.25,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,495,3/28/2018,744,0,TA00913956,,N,Y,M,W,C,,,N,,,,M,S,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,03.22.35,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,465,3/28/2018,1503,0,TA00913957,,N,N,M,W,C,,,N,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,03.23.20,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,465,3/28/2018,738,1,TA00913958,,N,Y,F,W,D,,,N,,,,M,S,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,03.24.05,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,531,3/28/2018,1945,3,TA00914023,,N,N,F,B,C,,,S,,E,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,4/5/2018,16.26.02,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,509,3/28/2018,2138,0,TA00914024,,N,Y,M,B,C,,,S,,,L,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,4/2/2018,11.35.54,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,465,3/28/2018,1336,2,TA00914025,,N,N,M,W,D,,,N,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,4/2/2018,11.37.48,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,535,3/28/2018,944,2,TA00914026,,N,Y,M,B,C,,,N,,,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,4/2/2018,11.38.25,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,535,3/28/2018,1700,3,TA00914027,,N,N,M,W,D,,,N,,,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,4/2/2018,11.38.52,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,409,3/29/2018,520,0,TA00914919,,N,N,F,W,D,,,C,,E,,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,03.00.08,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,529,3/29/2018,20,0,TA00914920,,N,N,F,B,B,,,N,,,L,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,03.08.14,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,520,3/29/2018,2040,0,TA00915027,,N,N,M,A,C,,,N,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/31/2018,20.51.07,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,497,3/29/2018,1912,0,TA00915028,,N,N,M,W,C,,,C,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/31/2018,20.53.47,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,529,3/29/2018,2042,1,TA00915029,,N,Y,M,B,C,,,S,,,L,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/31/2018,20.54.15,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,419,3/29/2018,942,0,TA00915030,,N,N,F,W,B,,,N,,,,M,S,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/31/2018,20.57.01,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,465,3/29/2018,1142,0,TA00915031,,N,Y,M,B,D,,,C,,,,M,S,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/31/2018,20.57.54,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,453,3/29/2018,1150,0,TA00915032,,N,Y,F,A,C,,,N,,,,M,S,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/31/2018,20.58.27,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,495,3/29/2018,950,0,TA00915033,,N,N,M,W,C,,,N,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/31/2018,20.58.57,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,532,3/29/2018,1500,0,TA00915034,,Y,N,F,B,D,,,N,,,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/31/2018,20.59.35,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,527,3/29/2018,1146,0,TA00915035,,N,N,F,U,B,,,N,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/31/2018,21.01.19,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,527,3/29/2018,910,1,TA00915036,,N,N,F,B,B,,,N,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/31/2018,21.01.54,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,527,3/29/2018,945,2,TA00915037,,N,N,F,W,B,,,N,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/31/2018,21.02.33,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,532,3/29/2018,1304,1,TA00915038,,N,N,F,B,B,,,C,,,L,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/31/2018,21.03.24,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,486,3/29/2018,1138,0,TA00915039,,N,N,F,B,B,,,C,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/31/2018,21.04.07,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,486,3/29/2018,1050,1,TA00915040,,N,N,M,W,D,,,C,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/31/2018,21.04.39,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,465,3/30/2018,730,0,TA00915217,,N,N,M,B,D,,,N,,,,M,S,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/30/2018,03.25.34,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,520,3/30/2018,120,0,TA00916400,,N,N,M,B,B,,,S,I,,,M,,,,,,,O,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/31/2018,20.51.50,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,516,3/30/2018,207,0,TA00916401,,N,N,M,W,B,,,C,,,,M,,I,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/31/2018,20.52.32,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,516,3/30/2018,148,1,TA00916402,,N,N,F,B,D,,,N,I,,L,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/31/2018,20.53.15,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,529,3/30/2018,135,0,TA00916403,,N,N,M,B,B,,,S,I,,L,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,3/31/2018,20.56.33,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,534,3/30/2018,1615,0,TA00916436,,N,N,F,W,B,,,N,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,4/2/2018,11.15.41,#EETJR1,,,,,,358,FIN,,,,,,,,,,,,,,,,,,,,
