ORI, DSN, STOP_DATE, SEQ_NO, REF_NO, EVENT_NO, SEX, RACE, AGE_CODE, GEO, NLCCODE, STOP_LOCATION, VIOL_MOVING, VIOL_EQUIPMENT, VIOL_LICENSE, MOVING_SPEED, MOVING_LANE, MOVING_TAIL, MOVING_CMV, MOVINGHAZEQUIPIND, MOVING_SIGNAL, MOVING_OTHER, WARN_CITA_ISSUED, STOP_WARNING, STOP_CITATION, STOPARRESTIND, SEARCH_CONDUCT, DURATION_OF_SEARCH, CAUSE_CONSENT, CAUSE_DRG_ODOR, CAUSE_DOG_ALERT, CAUSE_PLN_VIEW, CAUSE_OFF_SFTY, CAUSE_INVNTRY, CAUSE_OTHER, CAUSE_INC_TO_ARR, SEARCHED_PERSON, SEARCHED_PROPERTY, CNTR_DISCOVERED, CNTR_DRUG_PAR, CNTR_CURRENCY, CNTR_WEAPON, CNTR_STLN_PROP, CNTR_OTHER, SEARCH_ARREST, CHRG_WAR_WAN, CHRG_DRUG_VIOL, CHRG_RESIST_ARR, CHRG_OFF_PERSON, CHRG_PROP_CRIME, CHRG_OTHER, CHRG_DWI, DELETE_FLAG, ENTER_DATE, ENTER_TIME, ENTER_ACID, LAST_UPDATE_DATE, LAST_UPDATE_TIME, LAST_UPDATE_ACID, LAST_UPDATE_ACTION, DISTRICT, SECOND_DSN, TIME_OF_STOP, RACE_BEFORE_STOP, RES_JURISDICTION, STOP_NO_ACTION, SEARCH_BOTH, CHRG_TRAFF_VIOL, VIOL_INVESTIGATIVE, STOP_OTHER, STATUS_CODE
MO0957300,514,1/3/2017,0,TA00393909,,M,B,B,,,S,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/3/2017,20.11.37,#PARBA2,,,,,,,135,N,N,N,,,I,,FIN
MO0957300,515,1/3/2017,0,TA00393945,,F,W,D,,,S,M,,,S,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/3/2017,21.31.40,#PARBA2,,,,,,,755,N,N,,,,,,FIN
MO0957300,515,1/3/2017,1,TA00393946,,M,B,D,,,S,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/3/2017,21.34.28,#PARBA2,,,,,,,850,N,Y,,,,,,FIN
MO0957300,515,1/3/2017,2,TA00393947,,M,B,D,,,S,M,,,S,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/3/2017,21.35.25,#PARBA2,,,,,,,1340,N,Y,,,,,,FIN
MO0957300,515,1/3/2017,3,TA00393948,,M,W,D,,,S,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/3/2017,21.36.31,#PARBA2,,,,,,,1350,N,N,,,,,,FIN
MO0957300,453,1/3/2017,0,TA00394034,,F,B,B,,,C,,,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/3/2017,20.12.20,#PARBA2,,,,,,,2045,N,Y,,,,I,,FIN
MO0957300,494,1/3/2017,0,TA00394099,,M,W,D,,,N,M,,,,,,,,,O,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/3/2017,21.37.21,#PARBA2,,,,,,,1440,N,N,,,,,,FIN
MO0957300,494,1/3/2017,1,TA00394100,,F,W,D,,,N,M,,,,,,,,,O,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/3/2017,21.38.18,#PARBA2,,,,,,,1059,N,Y,,,,,,FIN
MO0957300,494,1/3/2017,2,TA00394101,,F,W,D,,,N,M,,,S,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/3/2017,21.39.35,#PARBA2,,,,,,,1045,N,Y,,,,,,FIN
MO0957300,494,1/3/2017,3,TA00394102,,F,W,C,,,N,M,,,S,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/3/2017,21.40.38,#PARBA2,,,,,,,740,N,N,,,,,,FIN
MO0957300,505,1/3/2017,0,TA00394123,,M,W,B,,,C,,,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/3/2017,20.17.12,#PARBA2,,,,,,,2100,N,N,,,,,,FIN
MO0957300,518,1/3/2017,0,TA00394219,,M,B,B,,,N,,E,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/3/2017,20.09.57,#PARBA2,,,,,,,2255,N,N,,,,I,,FIN
MO0957300,509,1/3/2017,0,TA00394472,,F,B,B,,,C,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/3/2017,21.45.52,#PARBA2,,,,,,,1340,N,N,N,,,,,FIN
MO0957300,509,1/3/2017,1,TA00394473,,M,W,D,,,N,,E,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/3/2017,21.46.42,#PARBA2,,,,,,,1723,N,N,N,,,,,FIN
MO0957300,500,1/3/2017,0,TA00394484,,M,W,D,,,C,M,,,S,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/3/2017,21.41.23,#PARBA2,,,,,,,748,N,N,,,,,,FIN
MO0957300,500,1/3/2017,1,TA00394485,,M,W,B,,,N,,,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/3/2017,21.44.12,#PARBA2,,,,,,,1036,N,Y,,,,,,FIN
MO0957300,500,1/3/2017,2,TA00394486,,M,B,D,,,I,,,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/3/2017,21.45.06,#PARBA2,,,,,,,1055,N,N,,,,,,FIN
MO0957300,503,1/3/2017,0,TA00394590,,F,B,C,,,C,,,,,,,,,,,Y,W,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/3/2017,21.30.11,#PARBA2,,,,,,,1900,N,N,,,,,,FIN
MO0957300,519,1/3/2017,0,TA00394686,,M,B,C,,,S,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/3/2017,20.14.02,#PARBA2,,,,,,,240,N,N,,,,I,O,FIN
MO0957300,519,1/3/2017,1,TA00394687,,M,B,B,,,C,,,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/3/2017,20.14.50,#PARBA2,,,,,,,2000,N,Y,,,,I,,FIN
MO0957300,520,1/3/2017,0,TA00394740,,M,B,B,,,C,M,,,,,,,,,O,Y,,C,,Y,A,,,,,,,,I,,,Y,D,,,,,Y,W,D,,,,,,,1/3/2017,20.16.26,#PARBA2,,,,,,,2128,N,N,,B,T,,,FIN
MO0957300,491,1/3/2017,0,TA00394782,,F,B,B,,,N,,E,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/3/2017,20.10.48,#PARBA2,,,,,,,2120,N,N,,,,,,FIN
MO0957300,426,1/4/2017,0,TA00395382,,F,W,D,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,04.28.14,#WINJE1,,,,,,,2040,N,N,,,,,,FIN
MO0957300,433,1/5/2017,0,TA00395966,,F,W,B,,,C,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/5/2017,23.55.01,#PARBA2,,,,,,,325,N,N,N,,,I,,FIN
MO0957300,524,1/5/2017,0,TA00395989,,F,B,B,,,C,,E,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,04.15.32,#WINJE1,,,,,,,1554,N,N,,,,,,FIN
MO0957300,525,1/5/2017,0,TA00395994,,F,W,D,,,C,,E,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/5/2017,23.45.43,#PARBA2,,,,,,,2340,N,N,N,,,,,FIN
MO0957300,525,1/5/2017,1,TA00395995,,F,B,B,,,C,M,,,,,,,,,O,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/5/2017,23.50.44,#PARBA2,,,,,,,2025,N,N,,,,,,FIN
MO0957300,525,1/5/2017,2,TA00395996,,F,B,C,,,C,,E,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/5/2017,23.54.11,#PARBA2,,,,,,,2050,N,Y,N,,,,,FIN
MO0957300,516,1/5/2017,0,TA00396026,,F,B,B,,,C,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/5/2017,23.49.40,#PARBA2,,,,,,,2140,N,Y,N,,,I,,FIN
MO0957300,516,1/5/2017,1,TA00396027,,M,B,B,,,N,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,04.21.40,#WINJE1,,,,,,,2135,N,N,N,,,,,FIN
MO0957300,516,1/5/2017,2,TA00396028,,F,B,B,,,N,,E,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,04.22.43,#WINJE1,,,,,,,2104,N,N,,,,,,FIN
MO0957300,571,1/5/2017,0,TA00396167,,M,B,D,,,N,,E,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,04.21.06,#WINJE1,,,,,,,2020,N,N,,,,,,FIN
MO0957300,47789,1/5/2017,0,TA00396168,,F,B,D,,,S,,E,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/5/2017,23.58.51,#PARBA2,,,,,,,930,N,N,,,,,,FIN
MO0957300,481,1/5/2017,0,TA00396265,,F,B,C,,,C,,E,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/5/2017,23.56.00,#PARBA2,,,,,,,2055,N,N,,,,,,FIN
MO0957300,510,1/5/2017,0,TA00396308,,M,B,B,,,N,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,04.14.30,#WINJE1,,,,,,,2313,N,Y,N,,,,,FIN
MO0957300,485,1/5/2017,0,TA00396312,,F,B,C,,,C,,,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/5/2017,23.47.30,#PARBA2,,,,,,,1625,N,N,,,,,,FIN
MO0957300,486,1/5/2017,0,TA00396318,,F,W,C,,,C,M,,,S,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/5/2017,23.44.01,#PARBA2,,,,,,,1603,N,N,N,,,,,FIN
MO0957300,486,1/5/2017,1,TA00396319,,F,W,C,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,04.12.15,#WINJE1,,,,,,,1431,N,N,,,,,,FIN
MO0957300,486,1/5/2017,2,TA00396320,,F,W,D,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,04.12.46,#WINJE1,,,,,,,1449,N,Y,,,,,,FIN
MO0957300,486,1/5/2017,3,TA00396321,,M,B,D,,,C,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,04.20.34,#WINJE1,,,,,,,1359,N,N,,,,,,FIN
MO0957300,519,1/5/2017,0,TA00396342,,F,B,B,,,C,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/5/2017,23.46.43,#PARBA2,,,,,,,345,N,N,,,,I,O,FIN
MO0957300,504,1/5/2017,0,TA00396351,,F,B,B,,,C,M,,,,,,,,,O,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,04.23.29,#WINJE1,,,,,,,1910,N,N,,,,,,FIN
MO0957300,513,1/5/2017,0,TA00396368,556,F,B,D,,,C,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,04.16.12,#WINJE1,,,,,,,1746,N,Y,N,,,,,FIN
MO0957300,513,1/5/2017,1,TA00396369,,F,B,D,,,C,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,04.18.31,#WINJE1,,,,,,,1746,N,Y,N,,,,,FIN
MO0957300,513,1/5/2017,2,TA00396370,,M,B,B,,,C,,E,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,04.19.01,#WINJE1,,,,,,,1421,N,N,N,,,,,FIN
MO0957300,514,1/6/2017,0,TA00396453,,M,B,B,,,N,,,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/6/2017,01.12.15,#PARBA2,,,,,,,30,N,N,,,,I,,FIN
MO0957300,514,1/6/2017,1,TA00396454,,M,B,B,,,C,,E,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/6/2017,01.13.49,#PARBA2,,,,,,,2010,N,Y,,,,I,,FIN
MO0957300,514,1/6/2017,2,TA00396455,,F,B,B,,,C,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/6/2017,01.37.48,#PARBA2,,,,,,,45,N,N,N,,,I,,FIN
MO0957300,514,1/6/2017,3,TA00396456,,M,B,B,,,C,,,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/6/2017,01.43.01,#PARBA2,,,,,,,2210,N,Y,,,,I,,FIN
MO0957300,514,1/6/2017,4,TA00396457,,F,H,B,,,C,M,,,,I,,,,F,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,05.27.13,#WINJE1,,,,,,,2330,N,Y,,,,I,,FIN
MO0957300,514,1/6/2017,5,TA00396458,,F,B,B,,,C,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,06.10.24,#WINJE1,,,,,,,2225,N,N,N,,,I,,FIN
MO0957300,515,1/6/2017,0,TA00396504,,M,B,D,,,C,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,05.29.12,#WINJE1,,,,,,,1005,N,Y,N,,,I,,FIN
MO0957300,525,1/6/2017,0,TA00396564,,M,B,B,,,S,,E,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/6/2017,01.07.23,#PARBA2,,,,,,,2134,N,N,,,,,,FIN
MO0957300,453,1/6/2017,0,TA00396573,,M,W,B,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/6/2017,01.30.50,#PARBA2,,,,,,,2133,N,Y,,,,,,FIN
MO0957300,493,1/6/2017,0,TA00396620,,M,B,D,,,N,,,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,05.32.20,#WINJE1,,,,,,,1735,N,Y,,,,,,FIN
MO0957300,493,1/6/2017,1,TA00396621,,F,B,B,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,05.35.06,#WINJE1,,,,,,,838,N,N,,,,,,FIN
MO0957300,493,1/6/2017,2,TA00396622,,F,B,B,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,05.35.07,#WINJE1,,,,,,,838,N,N,,,,,,FIN
MO0957300,517,1/6/2017,0,TA00396676,,M,W,D,,,C,M,,,,,,,,,O,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/6/2017,01.20.31,#PARBA2,,,,,,,2200,N,Y,,,,,,FIN
MO0957300,517,1/6/2017,1,TA00396677,,M,B,D,,,C,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/6/2017,01.21.11,#PARBA2,,,,,,,920,N,N,,,,,,FIN
MO0957300,517,1/6/2017,2,TA00396678,,M,B,D,,,C,,,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/6/2017,01.22.14,#PARBA2,,,,,,,725,N,N,,,,,,FIN
MO0957300,517,1/6/2017,3,TA00396679,,M,B,D,,,C,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/6/2017,01.22.58,#PARBA2,,,,,,,930,N,N,,,,,,FIN
MO0957300,517,1/6/2017,4,TA00396680,,F,B,D,,,C,,E,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,06.27.32,#WINJE1,,,,,,,850,N,Y,,,,,,FIN
MO0957300,517,1/6/2017,5,TA00396681,,M,B,D,,,C,,E,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,06.28.03,#WINJE1,,,,,,,2320,N,Y,,,,,,FIN
MO0957300,517,1/6/2017,6,TA00396682,,F,W,D,,,C,,E,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,06.28.27,#WINJE1,,,,,,,337,N,Y,,,,,,FIN
MO0957300,506,1/6/2017,0,TA00396731,,M,B,B,,,C,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/6/2017,01.32.52,#PARBA2,,,,,,,2229,N,N,N,,,I,,FIN
MO0957300,506,1/6/2017,1,TA00396732,,F,B,C,,,C,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/6/2017,01.35.53,#PARBA2,,,,,,,2123,N,N,N,,,I,,FIN
MO0957300,506,1/6/2017,2,TA00396733,,F,B,C,,,C,,E,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,05.17.41,#WINJE1,,,,,,,1957,N,Y,N,,,,,FIN
MO0957300,518,1/6/2017,0,TA00396764,,M,W,C,,,S,,E,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,05.09.38,#WINJE1,,,,,,,1940,N,Y,,,,,,FIN
MO0957300,526,1/6/2017,0,TA00396799,,M,W,D,,,C,M,,,,I,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/6/2017,01.19.04,#PARBA2,,,,,,,1050,N,Y,,,,,,FIN
MO0957300,418,1/6/2017,0,TA00396850,,M,B,B,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,05.20.51,#WINJE1,,,,,,,1920,N,N,,,,,,FIN
MO0957300,418,1/6/2017,1,TA00396851,,F,A,B,,,N,,E,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,05.21.29,#WINJE1,,,,,,,2000,N,Y,,,,,,FIN
MO0957300,418,1/6/2017,2,TA00396852,,F,W,B,,,N,M,,,,,,,,,O,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,05.23.07,#WINJE1,,,,,,,2020,N,N,,,,,,FIN
MO0957300,419,1/6/2017,0,TA00396863,,F,W,B,,,N,,E,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/6/2017,00.36.25,#PARBA2,,,,,,,813,N,N,,,,,,FIN
MO0957300,419,1/6/2017,1,TA00396864,,F,B,B,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/6/2017,01.05.31,#PARBA2,,,,,,,1436,N,N,,,,,,FIN
MO0957300,426,1/6/2017,0,TA00396901,,F,B,B,,,N,M,,,,,,,,,O,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,05.26.02,#WINJE1,,,,,,,2040,N,N,,,,,,FIN
MO0957300,509,1/6/2017,0,TA00397004,,F,W,D,,,N,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/6/2017,01.28.57,#PARBA2,,,,,,,1600,N,N,N,,,I,,FIN
MO0957300,509,1/6/2017,1,TA00397005,,M,W,D,,,C,M,,,,I,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/6/2017,01.29.38,#PARBA2,,,,,,,1650,N,N,,,,,,FIN
MO0957300,509,1/6/2017,2,TA00397006,,F,B,A,,,C,M,,,,,,,,,O,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,06.25.15,#WINJE1,,,,,,,1315,Y,Y,N,,,,,FIN
MO0957300,509,1/6/2017,3,TA00397007,648,M,B,B,,,N,,,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,06.25.57,#WINJE1,,,,,,,1340,N,N,,,,,,FIN
MO0957300,509,1/6/2017,4,TA00397008,,M,B,B,,,N,M,,,,I,,,,F,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,06.26.52,#WINJE1,,,,,,,1355,N,Y,N,,,I,,FIN
MO0957300,502,1/6/2017,0,TA00397018,,M,W,C,,,C,M,,,S,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,05.17.02,#WINJE1,,,,,,,1943,N,N,N,,,,,FIN
MO0957300,481,1/6/2017,0,TA00397026,,M,W,B,,,C,M,,,,,,,,,O,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/6/2017,01.06.33,#PARBA2,,,,,,,1927,N,N,,,,,,FIN
MO0957300,503,1/6/2017,0,TA00397084,,M,A,B,,,C,,,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/6/2017,01.17.32,#PARBA2,,,,,,,2150,N,Y,,,,,,FIN
MO0957300,503,1/6/2017,1,TA00397085,,M,U,D,,,C,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,05.24.48,#WINJE1,,,,,,,1940,N,Y,,,,,,FIN
MO0957300,485,1/6/2017,0,TA00397112,,F,B,D,,,S,,,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,Y,W,,,,,,,,1/11/2017,05.30.08,#WINJE1,,,,,,,1049,N,N,,,,,,FIN
MO0957300,485,1/6/2017,1,TA00397113,,M,A,B,,,S,,,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,05.31.44,#WINJE1,,,,,,,1823,N,N,,,,,,FIN
MO0957300,511,1/6/2017,0,TA00397154,,F,W,B,,,N,M,,,,,,,,,O,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/6/2017,01.18.12,#PARBA2,,,,,,,1930,N,N,,,,,,FIN
MO0957300,519,1/6/2017,0,TA00397164,,M,B,B,,,C,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/6/2017,01.08.52,#PARBA2,,,,,,,2110,N,Y,,,,I,O,FIN
MO0957300,519,1/6/2017,1,TA00397165,,M,B,C,,,S,M,,,S,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/6/2017,01.10.23,#PARBA2,,,,,,,2220,N,N,,,,,,FIN
MO0957300,491,1/6/2017,0,TA00397214,,F,B,B,,,S,,E,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,05.10.08,#WINJE1,,,,,,,2205,N,N,,,,,,FIN
MO0957300,513,1/6/2017,0,TA00397218,,M,W,C,,,N,M,,,S,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/6/2017,01.24.23,#PARBA2,,,,,,,1510,N,Y,N,,,,,FIN
MO0957300,514,1/7/2017,0,TA00397321,,M,W,B,,,N,,,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,05.03.03,#WINJE1,,,,,,,1955,N,N,,,,,,FIN
MO0957300,514,1/7/2017,1,TA00397322,,M,B,D,,,S,,,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,05.03.31,#WINJE1,,,,,,,2030,N,Y,,,,,,FIN
MO0957300,515,1/7/2017,0,TA00397366,,F,W,B,,,S,,,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,06.06.18,#WINJE1,,,,,,,1620,N,N,,,,,,FIN
MO0957300,515,1/7/2017,1,TA00397367,,F,B,D,,,C,M,,,,,,,,,O,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,06.07.43,#WINJE1,,,,,,,1415,N,N,,,,,,FIN
MO0957300,515,1/7/2017,2,TA00397368,,F,B,D,,,S,,,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,06.22.34,#WINJE1,,,,,,,1710,N,N,,,,,,FIN
MO0957300,515,1/7/2017,3,TA00397369,,M,B,D,,,C,,,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,06.23.04,#WINJE1,,,,,,,1640,N,Y,,,,,,FIN
MO0957300,454,1/7/2017,0,TA00397468,,F,W,D,,,N,M,,,S,,,,,,,Y,W,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,06.09.41,#WINJE1,,,,,,,1700,N,N,,,,,,FIN
MO0957300,456,1/7/2017,0,TA00397478,,F,W,B,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,05.58.10,#WINJE1,,,,,,,1450,N,N,,,,,,FIN
MO0957300,456,1/7/2017,1,TA00397479,,M,B,B,,,N,M,,,S,,,,,,O,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,05.59.16,#WINJE1,,,,,,,35,N,Y,,,,,,FIN
MO0957300,456,1/7/2017,2,TA00397480,,M,W,B,,,N,M,,,S,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,05.59.47,#WINJE1,,,,,,,1145,N,Y,,,,,,FIN
MO0957300,456,1/7/2017,3,TA00397481,,M,W,D,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,06.16.16,#WINJE1,,,,,,,1510,N,Y,,,,,,FIN
MO0957300,493,1/7/2017,0,TA00397483,,M,W,B,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,06.08.12,#WINJE1,,,,,,,757,N,N,,,,,,FIN
MO0957300,517,1/7/2017,0,TA00397536,,M,B,B,,,C,,,,,,,,,,,N,,,,Y,A,,D,,,,,,,,P,,,,,,,N,,,,,,,,,1/11/2017,06.12.32,#WINJE1,,,,,,,1524,Y,Y,,,,I,O,FIN
MO0957300,517,1/7/2017,1,TA00397537,,M,B,C,,,O,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,06.14.00,#WINJE1,,,,,,,400,N,N,N,,,I,,FIN
MO0957300,517,1/7/2017,2,TA00397538,,M,B,D,,,C,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,06.14.35,#WINJE1,,,,,,,305,N,N,N,,,I,,FIN
MO0957300,506,1/7/2017,0,TA00397576,,F,B,C,,,C,,,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,1/11/2017,04.24.38,#WINJE1,,,,,,,1454,N,Y,,,,,,FIN
