ORI, DSN, STOP_DATE, SEQ_NO, REF_NO, EVENT_NO, SEX, RACE, AGE_CODE, GEO, NLCCODE, STOP_LOCATION, VIOL_MOVING, VIOL_EQUIPMENT, VIOL_LICENSE, MOVING_SPEED, MOVING_LANE, MOVING_TAIL, MOVING_CMV, MOVINGHAZEQUIPIND, MOVING_SIGNAL, MOVING_OTHER, WARN_CITA_ISSUED, STOP_WARNING, STOP_CITATION, STOPARRESTIND, SEARCH_CONDUCT, DURATION_OF_SEARCH, CAUSE_CONSENT, CAUSE_DRG_ODOR, CAUSE_DOG_ALERT, CAUSE_PLN_VIEW, CAUSE_OFF_SFTY, CAUSE_INVNTRY, CAUSE_OTHER, CAUSE_INC_TO_ARR, SEARCHED_PERSON, SEARCHED_PROPERTY, CNTR_DISCOVERED, CNTR_DRUG_PAR, CNTR_CURRENCY, CNTR_WEAPON, CNTR_STLN_PROP, CNTR_OTHER, SEARCH_ARREST, CHRG_WAR_WAN, CHRG_DRUG_VIOL, CHRG_RESIST_ARR, CHRG_OFF_PERSON, CHRG_PROP_CRIME, CHRG_OTHER, CHRG_DWI, DELETE_FLAG, ENTER_DATE, ENTER_TIME, ENTER_ACID, LAST_UPDATE_DATE, LAST_UPDATE_TIME, LAST_UPDATE_ACID, LAST_UPDATE_ACTION, DISTRICT, SECOND_DSN, TIME_OF_STOP, RACE_BEFORE_STOP, RES_JURISDICTION, STOP_NO_ACTION, SEARCH_BOTH, CHRG_TRAFF_VIOL, VIOL_INVESTIGATIVE, STOP_OTHER, STATUS_CODE
MO0957300,515,3/5/2017,2,TA00470474,,M,W,C,,,N,M,,,S,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/7/2017,03.58.25,#PARBA2,,,,,,,1018,N,N,,,,,,FIN
MO0957300,515,3/5/2017,3,TA00470475,,F,B,D,,,N,M,,,S,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/7/2017,04.00.01,#PARBA2,,,,,,,820,N,Y,,,,,,FIN
MO0957300,515,3/5/2017,4,TA00470476,,F,B,D,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/7/2017,04.06.51,#PARBA2,,,,,,,825,N,N,,,,,,FIN
MO0957300,464,3/5/2017,0,TA00470502,,F,B,C,,,N,M,,,,,,,,,O,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/7/2017,03.18.55,#MCIRM1,,,,,,,2146,N,N,,,,,,FIN
MO0957300,464,3/5/2017,1,TA00470503,,F,B,D,,,O,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/7/2017,03.45.32,#PARBA2,,,,,,,340,N,N,N,,,I,,FIN
MO0957300,517,3/5/2017,0,TA00470570,,M,W,D,,,C,M,,,,,,,,,O,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/8/2017,02.52.00,#PARBA2,,,,,,,255,N,N,,,,,,FIN
MO0957300,517,3/5/2017,1,TA00470571,,M,W,B,,,C,M,,,,,,,,,O,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/8/2017,02.56.44,#PARBA2,,,,,,,535,N,N,,,,,,FIN
MO0957300,518,3/5/2017,0,TA00470670,,F,B,B,,,N,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/7/2017,03.21.23,#MCIRM1,,,,,,,2245,N,Y,,,,I,O,FIN
MO0957300,518,3/5/2017,1,TA00470671,,M,B,B,,,C,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/7/2017,03.41.52,#PARBA2,,,,,,,103,N,Y,,,,I,O,FIN
MO0957300,426,3/5/2017,0,TA00470853,,M,W,B,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/7/2017,03.13.04,#MCIRM1,,,,,,,2017,N,Y,,,,,,FIN
MO0957300,426,3/5/2017,1,TA00470854,,M,W,C,,,N,M,,,S,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/7/2017,03.13.46,#MCIRM1,,,,,,,2010,N,N,,,,,,FIN
MO0957300,426,3/5/2017,2,TA00470855,,M,B,B,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/7/2017,03.14.27,#MCIRM1,,,,,,,2046,N,N,,,,,,FIN
MO0957300,503,3/5/2017,0,TA00471053,,F,B,B,,,C,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/7/2017,03.48.05,#PARBA2,,,,,,,100,N,N,N,,,I,,FIN
MO0957300,511,3/5/2017,0,TA00471132,,M,B,C,,,C,M,,,,,,,,,O,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/7/2017,03.15.00,#MCIRM1,,,,,,,2310,N,N,,,,,,FIN
MO0957300,519,3/5/2017,0,TA00471173,,M,B,B,,,C,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/7/2017,03.25.47,#MCIRM1,,,,,,,2250,N,N,,,,I,O,FIN
MO0957300,491,3/5/2017,0,TA00471232,,F,W,B,,,N,M,,,,,,,,,O,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/7/2017,03.22.18,#MCIRM1,,,,,,,1940,N,Y,,,,,,FIN
MO0957300,491,3/5/2017,1,TA00471233,,M,W,C,,,N,M,,,,,,,,,O,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/7/2017,03.22.50,#MCIRM1,,,,,,,2010,N,N,,,,,,FIN
MO0957300,522,3/5/2017,0,TA00471289,,F,W,D,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/7/2017,03.22.22,#PARBA2,,,,,,,1940,N,Y,,,,,,FIN
MO0957300,522,3/5/2017,1,TA00471290,,M,A,B,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/7/2017,03.23.40,#PARBA2,,,,,,,2000,N,N,,,,,,FIN
MO0957300,522,3/5/2017,2,TA00471291,,F,B,D,,,C,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/7/2017,03.40.25,#PARBA2,,,,,,,130,N,Y,N,,,I,,FIN
MO0957300,514,3/6/2017,0,TA00471324,,M,B,B,,,N,,,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/7/2017,03.24.03,#MCIRM1,,,,,,,145,N,N,,,,I,,FIN
MO0957300,514,3/6/2017,1,TA00471325,,M,B,D,,,S,,,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/7/2017,03.24.48,#MCIRM1,,,,,,,50,N,N,,,,I,,FIN
MO0957300,464,3/6/2017,0,TA00471593,,M,W,C,,,C,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/7/2017,03.18.22,#MCIRM1,,,,,,,455,N,N,,,,I,O,FIN
MO0957300,518,3/6/2017,0,TA00471789,,F,B,B,,,C,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/7/2017,03.19.46,#MCIRM1,,,,,,,335,Y,N,,,,I,O,FIN
MO0957300,518,3/6/2017,1,TA00471790,,M,B,D,,,S,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/7/2017,03.20.26,#MCIRM1,,,,,,,155,N,Y,,,,I,O,FIN
MO0957300,515,3/7/2017,0,TA00473080,,M,W,C,,,N,M,,,S,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/7/2017,03.55.47,#PARBA2,,,,,,,1018,N,N,,,,,,FIN
MO0957300,433,3/10/2017,0,TA00477247,,M,B,B,,,C,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.53.36,#MCIRM1,,,,,,,1918,N,N,N,,,I,,FIN
MO0957300,516,3/10/2017,0,TA00477447,,F,B,D,,,N,,,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.56.29,#MCIRM1,,,,,,,2325,N,Y,,,,,,FIN
MO0957300,419,3/10/2017,0,TA00477725,,F,W,D,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,03.02.19,#MCIRM1,,,,,,,1300,N,Y,,,,,,FIN
MO0957300,419,3/10/2017,1,TA00477726,,F,W,B,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,03.03.50,#MCIRM1,,,,,,,929,N,Y,,,,,,FIN
MO0957300,419,3/10/2017,2,TA00477730,,M,W,D,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,03.04.26,#MCIRM1,,,,,,,901,N,N,,,,,,FIN
MO0957300,495,3/10/2017,0,TA00477827,,M,B,C,,,C,,E,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.57.50,#MCIRM1,,,,,,,2315,N,N,,,,,,FIN
MO0957300,495,3/10/2017,1,TA00477828,,M,H,C,,,N,M,,,S,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/20/2017,05.58.48,#DUNJM1,,,,,,,2131,N,N,,,,,,FIN
MO0957300,481,3/10/2017,0,TA00477984,,F,B,D,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.55.58,#MCIRM1,,,,,,,2029,N,N,,,,,,FIN
MO0957300,510,3/10/2017,0,TA00478090,,M,B,D,,,C,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,03.01.20,#MCIRM1,,,,,,,755,N,N,N,,,I,,FIN
MO0957300,510,3/10/2017,1,TA00478091,,M,A,D,,,S,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,03.03.09,#MCIRM1,,,,,,,1450,N,N,N,,,,,FIN
MO0957300,520,3/10/2017,0,TA00478311,,M,B,C,,,N,M,,,,,,,,,O,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.59.12,#MCIRM1,,,,,,,1952,N,N,N,,,,,FIN
MO0957300,520,3/10/2017,1,TA00478312,,M,W,D,,,C,M,,,,,,,,,O,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,03.00.09,#MCIRM1,,,,,,,1954,N,N,,,,,,FIN
MO0957300,513,3/10/2017,0,TA00478358,,F,B,C,,,S,,,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.53.02,#MCIRM1,,,,,,,742,N,N,,,,,,FIN
MO0957300,521,3/10/2017,0,TA00478425,,M,B,C,,,C,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.52.30,#MCIRM1,,,,,,,1133,N,N,N,,,,,FIN
MO0957300,433,3/11/2017,0,TA00478530,,F,B,D,,,C,,E,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.16.15,#MCIRM1,,,,,,,2220,N,N,,,,,,FIN
MO0957300,433,3/11/2017,1,TA00478531,,F,B,B,,,C,,E,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.54.06,#MCIRM1,,,,,,,20,N,Y,,,,,,FIN
MO0957300,524,3/11/2017,0,TA00478561,,F,W,B,,,C,M,,,,,,,,,O,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.47.21,#MCIRM1,,,,,,,17,N,Y,,,,,,FIN
MO0957300,525,3/11/2017,0,TA00478578,,M,B,D,,,N,,E,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.39.32,#MCIRM1,,,,,,,2250,N,Y,N,,,,,FIN
MO0957300,525,3/11/2017,1,TA00478579,,M,W,B,,,S,,E,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/17/2017,11.10.29,#YONAF1,,,,,,,2334,N,N,N,,,,,FIN
MO0957300,493,3/11/2017,0,TA00478633,,F,W,D,,,N,,E,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.43.06,#MCIRM1,,,,,,,2230,N,N,,,,,,FIN
MO0957300,516,3/11/2017,0,TA00478639,,F,B,C,,,N,M,,,S,I,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.57.10,#MCIRM1,,,,,,,8,N,N,,,,I,,FIN
MO0957300,504,3/11/2017,0,TA00478642,,F,B,A,,,N,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.35.47,#MCIRM1,,,,,,,2125,Y,N,N,,,I,,FIN
MO0957300,504,3/11/2017,1,TA00478643,,M,A,B,,,C,M,,,S,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.36.50,#MCIRM1,,,,,,,2300,N,Y,N,,,,,FIN
MO0957300,504,3/11/2017,2,TA00478644,,F,B,D,,,C,M,E,,,,,,,,O,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/17/2017,13.18.56,#YONAF1,,,,,,,2059,N,Y,N,,,,,FIN
MO0957300,504,3/11/2017,3,TA00478645,,F,B,D,,,C,M,,,,,,,,,O,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/17/2017,13.19.26,#YONAF1,,,,,,,1930,N,N,N,,,,,FIN
MO0957300,465,3/11/2017,0,TA00478678,,F,B,B,,,C,M,,,S,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.47.54,#MCIRM1,,,,,,,930,N,N,,,,,,FIN
MO0957300,469,3/11/2017,0,TA00478681,,M,W,B,,,C,,,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.51.50,#MCIRM1,,,,,,,1440,N,Y,,,,,,FIN
MO0957300,419,3/11/2017,0,TA00478838,,M,A,B,,,C,M,,,,,,,,,O,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.48.27,#MCIRM1,,,,,,,1146,N,N,,,,,,FIN
MO0957300,419,3/11/2017,1,TA00478839,,F,B,B,,,C,M,,,,,,,,,O,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/17/2017,13.20.31,#YONAF1,,,,,,,1815,N,N,,,,,,FIN
MO0957300,423,3/11/2017,0,TA00478847,,F,B,D,,,C,M,,,,,,,,,O,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/17/2017,13.45.12,#YONAF1,,,,,,,1450,N,Y,,,,,,FIN
MO0957300,4333,3/11/2017,0,TA00478855,,M,W,A,,,C,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.54.41,#MCIRM1,,,,,,,5,N,N,N,,,I,,FIN
MO0957300,497,3/11/2017,0,TA00478904,,F,W,D,,,C,M,,,,,,,,,O,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.41.49,#MCIRM1,,,,,,,1910,N,Y,,,,,,FIN
MO0957300,481,3/11/2017,0,TA00478972,,F,B,D,,,S,,,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.55.23,#MCIRM1,,,,,,,55,N,N,,,,,,FIN
MO0957300,510,3/11/2017,0,TA00479053,,M,B,D,,,N,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.45.58,#MCIRM1,,,,,,,1305,N,Y,N,,,,,FIN
MO0957300,519,3/11/2017,0,TA00479148,,M,W,D,,,S,M,,,,I,,,,,O,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.43.45,#MCIRM1,,,,,,,1758,N,N,,,,,,FIN
MO0957300,519,3/11/2017,1,TA00479149,,F,B,B,,,N,M,,,,,,,,,O,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.44.41,#MCIRM1,,,,,,,1935,N,Y,,,,,O,FIN
MO0957300,520,3/11/2017,0,TA00479159,,F,B,D,,,C,M,,,,,,,,,O,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.33.10,#MCIRM1,,,,,,,2020,N,Y,,,,,,FIN
MO0957300,520,3/11/2017,1,TA00479160,,M,B,C,,,C,M,,,,,,,,,O,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.33.48,#MCIRM1,,,,,,,2230,N,N,,,,,,FIN
MO0957300,520,3/11/2017,2,TA00479161,,M,B,C,,,C,,E,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,03.00.46,#MCIRM1,,,,,,,420,Y,Y,,,,,,FIN
MO0957300,513,3/11/2017,0,TA00479199,,F,B,C,,,N,M,,,,,,,,,O,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.11.18,#MCIRM1,,,,,,,36,N,N,,,,,,FIN
MO0957300,513,3/11/2017,1,TA00479200,,F,B,B,,,S,M,,,S,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.49.56,#MCIRM1,,,,,,,1333,N,Y,N,,,,,FIN
MO0957300,513,3/11/2017,2,TA00479201,,M,B,C,,,S,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.50.28,#MCIRM1,,,,,,,1600,N,N,,,,,,FIN
MO0957300,513,3/11/2017,3,TA00479202,,F,B,B,,,S,M,E,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.51.07,#MCIRM1,,,,,,,57,N,Y,,,,,,FIN
MO0957300,521,3/11/2017,0,TA00479219,,F,B,B,,,C,,E,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.45.22,#MCIRM1,,,,,,,1820,N,N,,,,,,FIN
MO0957300,524,3/12/2017,0,TA00479352,,M,A,B,,,C,,E,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.14.53,#MCIRM1,,,,,,,1546,N,N,,,,,,FIN
MO0957300,525,3/12/2017,0,TA00479357,,M,B,B,,,S,,,,,,,,,,,Y,,C,,Y,A,,,,,,N,,,,,Y,,,W,,,Y,W,,,,,,,,3/16/2017,02.12.54,#MCIRM1,,,,,,,2308,N,N,,B,T,,,FIN
MO0957300,493,3/12/2017,0,TA00479429,,F,W,B,,,N,,E,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.42.25,#MCIRM1,,,,,,,420,N,N,,,,,,FIN
MO0957300,516,3/12/2017,0,TA00479445,,F,B,B,,,N,,,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.13.37,#MCIRM1,,,,,,,2154,N,N,,,,,,FIN
MO0957300,504,3/12/2017,0,TA00479455,,M,B,B,,,C,M,,,,,,,,,O,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.37.40,#MCIRM1,,,,,,,125,Y,N,,,,,,FIN
MO0957300,497,3/12/2017,0,TA00479780,,M,W,D,,,C,M,,,,,,,,,O,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.40.53,#MCIRM1,,,,,,,5,N,N,,,,,,FIN
MO0957300,510,3/12/2017,0,TA00479941,,M,B,C,,,S,,,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.10.40,#MCIRM1,,,,,,,1538,N,Y,,,,,,FIN
MO0957300,520,3/12/2017,0,TA00480045,,F,W,C,,,N,M,,,,,,,,,O,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.11.50,#MCIRM1,,,,,,,2110,N,Y,,,,,,FIN
MO0957300,520,3/12/2017,1,TA00480046,,M,W,C,,,C,M,,,,,,,,,O,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.34.34,#MCIRM1,,,,,,,9,N,N,,,,,,FIN
MO0957300,513,3/12/2017,0,TA00480068,,M,B,C,,,S,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.14.09,#MCIRM1,,,,,,,1512,N,N,N,,,,,FIN
MO0957300,514,3/13/2017,0,TA00480142,,F,B,C,,,O,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,04.33.38,#MCIRM1,,,,,,,745,Y,N,N,,,I,,FIN
MO0957300,514,3/13/2017,1,TA00480143,,M,W,B,,,S,,,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,04.35.09,#MCIRM1,,,,,,,1338,N,N,,,,I,,FIN
MO0957300,514,3/13/2017,2,TA00480144,,M,W,B,,,S,,,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,05.17.25,#MCIRM1,,,,,,,28,N,N,,,,I,,FIN
MO0957300,514,3/13/2017,3,TA00480145,,F,A,B,,,N,M,,,,,,,,,O,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,05.18.02,#MCIRM1,,,,,,,1830,N,N,,,,,,FIN
MO0957300,524,3/13/2017,0,TA00480260,,F,A,B,,,C,,E,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/17/2017,13.29.50,#YONAF1,,,,,,,1513,N,N,,,,,,FIN
MO0957300,453,3/13/2017,0,TA00480327,,M,W,B,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,04.32.13,#MCIRM1,,,,,,,1625,N,N,,,,,,FIN
MO0957300,453,3/13/2017,1,TA00480328,,M,A,D,,,N,M,,,,,,,,,O,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,04.32.56,#MCIRM1,,,,,,,1722,Y,N,,,,,,FIN
MO0957300,515,3/13/2017,0,TA00480329,,F,W,B,,,C,M,,,,,,,,,O,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,04.31.29,#MCIRM1,,,,,,,2150,N,N,,,,,,FIN
MO0957300,400,3/13/2017,0,TA00480487,,M,W,B,,,N,M,E,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,05.21.47,#MCIRM1,,,,,,,1550,N,N,,,,,,FIN
MO0957300,400,3/13/2017,1,TA00480488,,M,B,D,,,C,M,,,,,,,,,O,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,05.22.40,#MCIRM1,,,,,,,1118,N,Y,,,,,,FIN
MO0957300,509,3/13/2017,0,TA00480757,,M,B,B,,,C,,E,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,03.10.15,#MCIRM1,,,,,,,1925,N,Y,N,,,I,,FIN
MO0957300,485,3/13/2017,0,TA00480893,,M,B,C,,,S,,,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,04.30.50,#MCIRM1,,,,,,,2100,N,N,,,,,,FIN
MO0957300,511,3/13/2017,0,TA00480925,,F,B,B,,,N,M,,,S,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,05.18.59,#MCIRM1,,,,,,,1110,N,N,N,,,,,FIN
MO0957300,511,3/13/2017,1,TA00480926,,M,B,D,,,N,M,,,,I,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,05.20.06,#MCIRM1,,,,,,,55,N,N,,,,,,FIN
MO0957300,511,3/13/2017,2,TA00480927,,M,B,D,,,N,M,,,,,,,,,O,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,05.21.03,#MCIRM1,,,,,,,807,N,N,,,,,,FIN
MO0957300,491,3/13/2017,0,TA00481057,,M,B,D,,,N,,,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,03.07.16,#MCIRM1,,,,,,,1440,N,N,,,,,,FIN
MO0957300,491,3/13/2017,1,TA00481058,,M,B,D,,,N,,,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,03.07.52,#MCIRM1,,,,,,,1640,N,N,,,,,,FIN
MO0957300,522,3/13/2017,0,TA00481112,,M,B,B,,,C,,,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,05.23.18,#MCIRM1,,,,,,,1326,N,Y,,,,,,FIN
MO0957300,514,3/14/2017,0,TA00481143,,F,B,B,,,N,,,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,05.42.33,#MCIRM1,,,,,,,1150,N,N,,,,,,FIN
MO0957300,514,3/14/2017,1,TA00481144,,M,B,B,,,N,,,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,05.43.07,#MCIRM1,,,,,,,1755,Y,N,,,,I,,FIN
MO0957300,525,3/14/2017,0,TA00481270,,M,W,B,,,C,,,,,,,,,,,Y,W,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,02.40.17,#MCIRM1,,,,,,,2225,Y,N,,,,I,,FIN
MO0957300,453,3/14/2017,0,TA00481327,,M,W,C,,,N,,,,,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,05.28.48,#MCIRM1,,,,,,,1815,Y,Y,,,,,,FIN
MO0957300,453,3/14/2017,1,TA00481328,,F,U,C,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,05.30.32,#MCIRM1,,,,,,,1341,N,Y,,,,,,FIN
MO0957300,515,3/14/2017,0,TA00481329,,M,B,B,,,C,M,,,,,,,,,O,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,05.39.57,#MCIRM1,,,,,,,2250,N,N,N,,,,,FIN
MO0957300,464,3/14/2017,0,TA00481338,,F,B,C,,,C,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,05.31.39,#MCIRM1,,,,,,,1535,Y,N,,,,I,O,FIN
MO0957300,464,3/14/2017,1,TA00481339,,M,W,D,,,N,M,,,S,,,,,,,Y,,C,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,3/16/2017,05.33.08,#MCIRM1,,,,,,,1400,N,N,,,,,,FIN
